02/01/2019;2.72%;2.84%;3,126.10;3,124.80;3,124.35
03/01/2019;2.60%;2.72%;3,127.83;3,126.54;3,126.10
04/01/2019;2.45%;2.57%;3,130.05;3,128.77;3,128.15
07/01/2019;2.41%;2.53%;3,130.87;3,129.61;3,129.19
08/01/2019;2.41%;2.53%;3,131.27;3,130.02;3,129.61
09/01/2019;2.40%;2.52%;3,131.77;3,130.53;3,130.12
10/01/2019;2.30%;2.42%;3,133.18;3,131.96;3,131.56
11/01/2019;2.22%;2.34%;3,136.09;3,134.88;3,134.14
14/01/2019;2.32%;2.44%;3,135.52;3,134.33;3,133.87
15/01/2019;2.34%;2.46%;3,136.01;3,134.83;3,134.13
16/01/2019;2.33%;2.45%;3,136.80;3,135.64;3,134.93
17/01/2019;2.26%;2.38%;3,138.17;3,137.01;3,136.32
18/01/2019;2.18%;2.30%;3,140.42;3,139.28;3,137.78
21/01/2019;2.18%;2.30%;3,141.09;3,139.96;3,139.28
22/01/2019;2.09%;2.21%;3,142.60;3,141.49;3,140.81
23/01/2019;2.12%;2.24%;3,142.99;3,141.89;3,141.21
24/01/2019;2.07%;2.19%;3,145.45;3,144.38;3,142.26
25/01/2019;2.04%;2.16%;3,145.71;3,144.64;3,143.19
28/01/2019;2.04%;2.16%;3,146.36;3,145.30;3,144.64
29/01/2019;2.02%;2.14%;3,147.18;3,146.14;3,145.48
30/01/2019;2.14%;2.26%;3,146.80;3,145.77;3,145.10
31/01/2019;2.32%;2.44%;3,145.94;3,144.93;3,144.23
01/02/2019;2.34%;2.46%;3,147.25;3,146.25;3,144.76
04/02/2019;2.44%;2.56%;3,147.12;3,146.13;3,145.42
05/02/2019;2.47%;2.59%;3,147.57;3,146.60;3,145.89
06/02/2019;2.43%;2.55%;3,148.59;3,147.64;3,146.92
07/02/2019;2.36%;2.48%;3,149.83;3,148.89;3,148.19
08/02/2019;2.35%;2.47%;3,149.47;3,148.55;3,147.27
11/02/2019;2.33%;2.45%;3,150.24;3,149.33;3,148.70
12/02/2019;2.17%;2.29%;3,152.04;3,151.15;3,150.54
13/02/2019;2.12%;2.24%;3,153.00;3,152.12;3,151.52
14/02/2019;2.08%;2.20%;3,153.88;3,153.01;3,152.42
15/02/2019;2.01%;2.13%;3,155.78;3,154.93;3,153.52
18/02/2019;1.95%;2.07%;3,156.83;3,155.99;3,155.35
19/02/2019;1.91%;2.03%;3,157.73;3,156.91;3,156.27
20/02/2019;1.88%;2.00%;3,158.56;3,157.75;3,157.12
21/02/2019;1.83%;1.95%;3,159.51;3,158.71;3,158.08
22/02/2019;1.64%;1.76%;3,162.12;3,161.34;3,159.97
25/02/2019;1.43%;1.55%;3,164.06;3,163.29;3,162.71
26/02/2019;1.45%;1.57%;3,164.50;3,163.74;3,163.16
27/02/2019;1.41%;1.53%;3,165.31;3,164.57;3,163.99
28/02/2019;1.24%;1.36%;3,166.90;3,166.17;3,165.62
01/03/2019;0.97%;1.09%;3,170.59;3,169.87;3,167.82
06/03/2019;0.93%;1.05%;3,171.33;3,170.63;3,170.11
07/03/2019;0.92%;1.04%;3,171.89;3,171.20;3,170.69
08/03/2019;0.94%;1.06%;3,173.04;3,172.37;3,171.09
11/03/2019;0.95%;1.07%;3,173.49;3,172.83;3,172.32
12/03/2019;0.94%;1.06%;3,176.69;3,176.05;3,175.43
13/03/2019;0.94%;1.06%;3,177.30;3,176.67;3,176.05
14/03/2019;0.80%;0.92%;3,178.62;3,178.00;3,177.40
15/03/2019;0.75%;0.87%;3,180.41;3,179.81;3,178.26
18/03/2019;0.68%;0.80%;3,181.33;3,180.74;3,180.16
19/03/2019;0.63%;0.75%;3,182.14;3,181.56;3,180.99
20/03/2019;0.46%;0.58%;3,183.49;3,182.93;3,182.37
