Vencimento;1/18/2006;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00
1/2/2002;;;;
1/3/2002;;;;
1/4/2002;;;;
1/7/2002;0.32%;0.36%;1,252.96;1,250.94
1/8/2002;0.31%;0.35%;1,254.34;1,252.33
1/9/2002;0.31%;0.35%;1,255.23;1,253.21
1/10/2002;0.32%;0.36%;1,255.61;1,253.60
1/11/2002;0.32%;0.36%;1,256.49;1,254.48
1/14/2002;0.32%;0.36%;1,257.38;1,255.37
1/15/2002;0.32%;0.36%;1,258.27;1,256.25
1/16/2002;0.32%;0.36%;1,259.15;1,257.14
1/17/2002;0.32%;0.36%;1,260.04;1,258.03
1/18/2002;0.32%;0.36%;1,260.93;1,258.92
1/21/2002;0.32%;0.36%;1,261.82;1,259.81
1/22/2002;0.32%;0.36%;1,262.71;1,260.70
1/23/2002;0.32%;0.36%;1,263.60;1,261.59
1/24/2002;0.32%;0.36%;1,264.49;1,262.48
1/25/2002;0.32%;0.36%;1,265.38;1,263.37
1/28/2002;0.32%;0.36%;1,266.27;1,264.27
1/29/2002;0.32%;0.36%;1,267.16;1,265.16
1/30/2002;0.32%;0.36%;1,268.06;1,266.05
1/31/2002;0.32%;0.36%;1,268.95;1,266.95
2/1/2002;0.32%;0.36%;1,269.84;1,267.84
2/4/2002;0.32%;0.36%;1,270.74;1,268.74
2/5/2002;0.34%;0.38%;1,270.63;1,268.63
2/6/2002;0.36%;0.40%;1,270.53;1,268.53
2/7/2002;0.37%;0.41%;1,270.93;1,268.93
2/8/2002;0.37%;0.41%;1,271.83;1,269.83
2/13/2002;0.38%;0.42%;1,272.23;1,270.23
2/14/2002;0.38%;0.42%;1,273.13;1,271.13
2/15/2002;0.39%;0.43%;1,273.53;1,271.54
2/18/2002;0.39%;0.43%;1,274.43;1,272.44
2/19/2002;0.39%;0.43%;1,275.33;1,273.34
2/20/2002;0.40%;0.44%;1,275.74;1,273.75
2/21/2002;0.40%;0.44%;1,276.63;1,274.64
2/22/2002;0.41%;0.45%;1,277.02;1,275.04
2/25/2002;0.41%;0.45%;1,277.92;1,275.93
2/26/2002;0.41%;0.45%;1,278.81;1,276.83
2/27/2002;0.41%;0.45%;1,279.71;1,277.72
2/28/2002;0.40%;0.44%;1,281.10;1,279.12
3/1/2002;0.41%;0.45%;1,281.50;1,279.52
3/4/2002;0.40%;0.44%;1,282.89;1,280.91
3/5/2002;0.40%;0.44%;1,283.79;1,281.81
3/6/2002;0.46%;0.50%;1,281.72;1,279.74
3/7/2002;0.45%;0.49%;1,283.11;1,281.14
3/8/2002;0.45%;0.49%;1,284.01;1,282.04
3/11/2002;0.45%;0.49%;1,284.91;1,282.94
3/12/2002;0.46%;0.50%;1,285.32;1,283.35
3/13/2002;0.41%;0.45%;1,288.70;1,286.72
3/14/2002;0.40%;0.44%;1,290.09;1,288.11
3/15/2002;0.40%;0.44%;1,291.00;1,289.02
3/18/2002;0.40%;0.44%;1,291.90;1,289.92
3/19/2002;0.39%;0.43%;1,293.30;1,291.32
3/20/2002;0.39%;0.43%;1,294.20;1,292.22
3/21/2002;0.39%;0.43%;1,295.10;1,293.12
3/22/2002;0.39%;0.43%;1,295.99;1,294.02
3/25/2002;0.39%;0.43%;1,296.89;1,294.91
3/26/2002;0.39%;0.43%;1,297.78;1,295.81
3/27/2002;0.39%;0.43%;1,298.68;1,296.70
3/28/2002;0.40%;0.44%;1,299.08;1,297.11
4/1/2002;0.42%;0.46%;1,298.99;1,297.02
4/2/2002;0.42%;0.46%;1,299.89;1,297.92
4/3/2002;0.42%;0.46%;1,300.78;1,298.81
4/4/2002;0.42%;0.46%;1,301.68;1,299.71
4/5/2002;0.44%;0.48%;1,301.59;1,299.62
4/8/2002;0.44%;0.48%;1,302.48;1,300.52
4/9/2002;0.58%;0.62%;1,296.52;1,294.57
4/10/2002;0.58%;0.62%;1,297.42;1,295.47
4/11/2002;0.58%;0.62%;1,298.32;1,296.37
4/12/2002;0.59%;0.63%;1,298.73;1,296.79
4/15/2002;0.60%;0.64%;1,299.15;1,297.20
4/16/2002;0.60%;0.64%;1,300.05;1,298.10
4/17/2002;0.59%;0.63%;1,301.44;1,299.49
4/18/2002;0.59%;0.63%;1,302.34;1,300.40
4/19/2002;0.59%;0.63%;1,303.25;1,301.30
4/22/2002;0.58%;0.62%;1,304.64;1,302.69
4/23/2002;0.59%;0.63%;1,305.05;1,303.11
4/24/2002;0.59%;0.63%;1,305.96;1,304.01
4/25/2002;0.60%;0.64%;1,306.37;1,304.43
4/26/2002;0.60%;0.64%;1,307.28;1,305.34
4/29/2002;0.59%;0.63%;1,308.67;1,306.73
4/30/2002;0.66%;0.70%;1,306.18;1,304.25
5/2/2002;0.70%;0.74%;1,305.15;1,303.22
5/3/2002;0.78%;0.82%;1,302.21;1,300.29
5/6/2002;0.84%;0.88%;1,300.24;1,298.33
5/7/2002;0.89%;0.93%;1,298.76;1,296.85
5/8/2002;0.72%;0.76%;1,307.82;1,305.90
5/9/2002;0.78%;0.82%;1,305.85;1,303.93
5/10/2002;0.77%;0.81%;1,307.24;1,305.32
5/13/2002;0.78%;0.82%;1,307.68;1,305.76
5/14/2002;0.92%;0.96%;1,301.91;1,300.00
