Vencimento;2/16/2005;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
1/2/2003;1.73%;1.77%;1,455.84;1,454.62;
1/3/2003;1.72%;1.76%;1,457.52;1,456.31;
1/6/2003;1.71%;1.75%;1,459.21;1,458.00;
1/7/2003;1.71%;1.75%;1,460.60;1,459.39;
1/8/2003;1.67%;1.71%;1,463.19;1,461.99;
1/9/2003;1.59%;1.63%;1,467.00;1,465.79;
1/10/2003;1.45%;1.49%;1,472.64;1,471.42;
1/13/2003;1.44%;1.48%;1,474.33;1,473.11;
1/14/2003;1.43%;1.47%;1,476.02;1,474.80;
1/15/2003;1.42%;1.46%;1,477.71;1,476.49;
1/16/2003;1.42%;1.46%;1,479.09;1,477.88;
1/17/2003;1.40%;1.44%;1,481.09;1,479.88;
1/20/2003;1.39%;1.43%;1,482.78;1,481.57;
1/21/2003;1.39%;1.43%;1,484.17;1,482.96;
1/22/2003;1.38%;1.42%;1,485.86;1,484.66;
1/23/2003;1.38%;1.42%;1,487.28;1,486.07;
1/24/2003;1.38%;1.42%;1,488.70;1,487.49;
1/27/2003;1.38%;1.42%;1,490.12;1,488.91;
1/28/2003;1.38%;1.42%;1,491.54;1,490.33;
1/29/2003;1.38%;1.42%;1,492.96;1,491.76;
1/30/2003;1.38%;1.42%;1,494.38;1,493.18;
1/31/2003;1.38%;1.42%;1,495.80;1,494.60;
2/3/2003;1.38%;1.42%;1,497.23;1,496.03;
2/4/2003;1.38%;1.42%;1,498.66;1,497.46;
2/5/2003;1.38%;1.42%;1,500.08;1,498.89;
2/6/2003;1.38%;1.42%;1,501.51;1,500.32;
2/7/2003;1.38%;1.42%;1,502.94;1,501.75;
2/10/2003;1.37%;1.41%;1,504.67;1,503.48;
2/11/2003;1.37%;1.41%;1,506.10;1,504.91;
2/12/2003;1.37%;1.41%;1,507.54;1,506.34;
2/13/2003;1.37%;1.41%;1,508.97;1,507.78;
2/14/2003;1.37%;1.41%;1,510.40;1,509.21;
2/17/2003;1.36%;1.40%;1,512.14;1,510.95;
2/18/2003;1.36%;1.40%;1,513.57;1,512.39;
2/19/2003;1.35%;1.39%;1,515.30;1,514.12;
2/20/2003;1.34%;1.38%;1,517.09;1,515.90;
2/21/2003;1.34%;1.38%;1,518.57;1,517.39;
2/24/2003;1.34%;1.38%;1,520.06;1,518.88;
2/25/2003;1.34%;1.38%;1,521.55;1,520.37;
2/26/2003;1.33%;1.37%;1,523.34;1,522.15;
2/27/2003;1.33%;1.37%;1,524.83;1,523.65;
2/28/2003;1.33%;1.37%;1,526.32;1,525.14;
3/5/2003;1.33%;1.37%;1,527.89;1,526.72;1,525.21
3/6/2003;1.33%;1.37%;1,529.31;1,528.13;1,526.54
3/7/2003;1.31%;1.35%;1,531.39;1,530.22;1,528.71
3/10/2003;1.30%;1.34%;1,533.18;1,532.01;1,530.50
3/11/2003;1.30%;1.34%;1,534.68;1,533.51;1,532.00
3/12/2003;1.29%;1.33%;1,536.48;1,535.31;1,533.79
3/13/2003;1.29%;1.33%;1,537.98;1,536.81;1,535.30
3/14/2003;1.29%;1.33%;1,539.49;1,538.32;1,536.80
3/17/2003;1.28%;1.32%;1,541.28;1,540.12;1,538.60
3/18/2003;1.27%;1.31%;1,543.08;1,541.92;1,540.40
3/19/2003;1.26%;1.30%;1,544.89;1,543.72;1,542.20
3/20/2003;1.26%;1.30%;1,546.40;1,545.23;1,543.71
3/21/2003;1.25%;1.29%;1,548.20;1,547.03;1,545.51
3/24/2003;1.25%;1.29%;1,549.71;1,548.55;1,547.03
3/25/2003;1.25%;1.29%;1,551.23;1,550.07;1,548.54
3/26/2003;1.25%;1.29%;1,552.74;1,551.58;1,550.06
3/27/2003;1.24%;1.28%;1,554.55;1,553.39;1,551.86
3/28/2003;1.23%;1.27%;1,556.36;1,555.20;1,553.67
3/31/2003;1.22%;1.26%;1,558.17;1,557.01;1,555.48
4/1/2003;1.21%;1.25%;1,559.98;1,558.82;1,557.29
4/2/2003;1.19%;1.23%;1,562.08;1,560.92;1,559.39
4/3/2003;1.18%;1.22%;1,563.89;1,562.73;1,561.20
4/4/2003;1.16%;1.20%;1,565.99;1,564.83;1,563.30
4/7/2003;1.11%;1.15%;1,568.96;1,567.80;1,566.27
4/8/2003;1.08%;1.12%;1,571.35;1,570.19;1,568.66
4/9/2003;0.92%;0.96%;1,577.49;1,576.34;1,574.81
4/10/2003;0.89%;0.93%;1,579.88;1,578.73;1,577.20
4/11/2003;0.89%;0.93%;1,581.40;1,580.25;1,578.72
4/14/2003;0.88%;0.92%;1,583.22;1,582.06;1,580.53
4/15/2003;0.87%;0.91%;1,585.03;1,583.87;1,582.34
4/16/2003;0.87%;0.91%;1,586.55;1,585.40;1,583.87
4/17/2003;0.88%;0.92%;1,587.79;1,586.64;1,585.10
4/22/2003;0.88%;0.92%;1,589.32;1,588.17;1,586.63
4/23/2003;0.86%;0.90%;1,591.42;1,590.27;1,588.74
4/24/2003;0.85%;0.89%;1,593.24;1,592.09;1,590.55
4/25/2003;0.85%;0.89%;1,594.77;1,593.63;1,592.09
4/28/2003;0.85%;0.89%;1,596.31;1,595.16;1,593.62
4/29/2003;0.84%;0.88%;1,598.13;1,596.98;1,595.44
4/30/2003;0.83%;0.87%;1,599.95;1,598.81;1,597.26
5/2/2003;0.82%;0.86%;1,601.77;1,600.63;1,599.08
5/5/2003;0.80%;0.84%;1,603.88;1,602.74;1,601.19
5/6/2003;0.79%;0.83%;1,605.70;1,604.56;1,603.01
5/7/2003;0.77%;0.81%;1,607.81;1,606.67;1,605.12
5/8/2003;0.77%;0.81%;1,609.35;1,608.21;1,606.66
5/9/2003;0.73%;0.77%;1,612.03;1,610.89;1,609.34
5/12/2003;0.72%;0.76%;1,613.86;1,612.72;1,611.17
5/13/2003;0.71%;0.75%;1,615.68;1,614.55;1,613.00
5/14/2003;0.69%;0.73%;1,617.80;1,616.66;1,615.11
5/15/2003;0.66%;0.70%;1,620.19;1,619.06;1,617.50
5/16/2003;0.63%;0.67%;1,622.59;1,621.45;1,619.90
5/19/2003;0.62%;0.66%;1,624.42;1,623.28;1,621.73
5/20/2003;0.60%;0.64%;1,626.53;1,625.40;1,623.84
5/21/2003;0.60%;0.64%;1,628.08;1,626.95;1,625.39
5/22/2003;0.59%;0.63%;1,629.91;1,628.78;1,627.22
5/23/2003;0.58%;0.62%;1,631.74;1,630.61;1,629.05
5/26/2003;0.52%;0.56%;1,634.98;1,633.85;1,632.29
5/27/2003;0.52%;0.56%;1,636.53;1,635.40;1,633.84
5/28/2003;0.52%;0.56%;1,638.08;1,636.95;1,635.39
5/29/2003;0.51%;0.55%;1,639.91;1,638.79;1,637.22
5/30/2003;0.50%;0.54%;1,641.74;1,640.62;1,639.05
6/2/2003;0.50%;0.54%;1,643.29;1,642.17;1,640.61
6/3/2003;0.50%;0.54%;1,644.85;1,643.73;1,642.16
6/4/2003;0.49%;0.53%;1,646.68;1,645.56;1,644.00
6/5/2003;0.47%;0.51%;1,648.80;1,647.68;1,646.11
6/6/2003;0.44%;0.48%;1,651.19;1,650.08;1,648.51
6/9/2003;0.41%;0.45%;1,653.59;1,652.47;1,650.90
6/10/2003;0.40%;0.44%;1,655.42;1,654.31;1,652.74
6/11/2003;0.40%;0.44%;1,656.98;1,655.87;1,654.30
6/12/2003;0.39%;0.43%;1,658.82;1,657.71;1,656.14
6/13/2003;0.39%;0.43%;1,660.38;1,659.27;1,657.70
6/16/2003;0.39%;0.43%;1,661.94;1,660.84;1,659.26
6/17/2003;0.39%;0.43%;1,663.51;1,662.40;1,660.82
6/18/2003;0.38%;0.42%;1,665.35;1,664.25;1,662.67
6/20/2003;0.38%;0.42%;1,666.89;1,665.79;1,664.23
6/23/2003;0.37%;0.41%;1,668.71;1,667.61;1,666.05
6/24/2003;0.37%;0.41%;1,670.25;1,669.15;1,667.60
6/25/2003;0.36%;0.40%;1,672.07;1,670.97;1,669.41
6/26/2003;0.36%;0.40%;1,673.62;1,672.52;1,670.96
6/27/2003;0.36%;0.40%;1,675.16;1,674.07;1,672.51
6/30/2003;0.36%;0.40%;1,676.71;1,675.62;1,674.06
7/1/2003;0.35%;0.39%;1,678.54;1,677.44;1,675.88
7/2/2003;0.35%;0.39%;1,680.09;1,678.99;1,677.43
7/3/2003;0.35%;0.39%;1,681.64;1,680.55;1,678.98
7/4/2003;0.34%;0.38%;1,683.46;1,682.38;1,680.81
7/7/2003;0.33%;0.37%;1,685.29;1,684.20;1,682.63
7/8/2003;0.33%;0.37%;1,686.85;1,685.76;1,684.19
7/9/2003;0.32%;0.36%;1,688.67;1,687.59;1,686.02
7/10/2003;0.32%;0.36%;1,690.23;1,689.15;1,687.58
7/11/2003;0.32%;0.36%;1,691.79;1,690.71;1,689.14
7/14/2003;0.32%;0.36%;1,693.35;1,692.27;1,690.70
7/15/2003;0.31%;0.35%;1,695.18;1,694.10;1,692.53
7/16/2003;0.31%;0.35%;1,696.74;1,695.67;1,694.09
7/17/2003;0.31%;0.35%;1,698.31;1,697.23;1,695.65
7/18/2003;0.30%;0.34%;1,700.14;1,699.07;1,697.49
7/21/2003;0.30%;0.34%;1,701.71;1,700.63;1,699.05
7/22/2003;0.30%;0.34%;1,703.27;1,702.20;1,700.62
7/23/2003;0.30%;0.34%;1,704.84;1,703.77;1,702.19
7/24/2003;0.29%;0.33%;1,706.59;1,705.52;1,704.02
7/25/2003;0.29%;0.33%;1,708.08;1,707.02;1,705.51
7/28/2003;0.29%;0.33%;1,709.58;1,708.51;1,707.01
7/29/2003;0.28%;0.32%;1,711.34;1,710.28;1,708.77
7/30/2003;0.28%;0.32%;1,712.84;1,711.78;1,710.27
7/31/2003;0.28%;0.32%;1,714.33;1,713.27;1,711.77
8/1/2003;0.28%;0.32%;1,715.83;1,714.78;1,713.26
8/4/2003;0.29%;0.33%;1,717.07;1,716.02;1,714.50
8/5/2003;0.31%;0.35%;1,718.05;1,717.00;1,715.48
8/6/2003;0.32%;0.36%;1,719.30;1,718.25;1,716.73
8/7/2003;0.32%;0.36%;1,720.80;1,719.76;1,718.24
8/8/2003;0.32%;0.36%;1,722.32;1,721.27;1,719.75
8/11/2003;0.32%;0.36%;1,723.83;1,722.78;1,721.26
8/12/2003;0.31%;0.35%;1,725.60;1,724.56;1,723.04
8/13/2003;0.31%;0.35%;1,727.12;1,726.08;1,724.55
8/14/2003;0.30%;0.34%;1,728.89;1,727.85;1,726.33
8/15/2003;0.30%;0.34%;1,730.41;1,729.37;1,727.84
8/18/2003;0.29%;0.33%;1,732.18;1,731.15;1,729.62
8/19/2003;0.29%;0.33%;1,733.70;1,732.67;1,731.14
8/20/2003;0.29%;0.33%;1,735.22;1,734.19;1,732.66
8/21/2003;0.29%;0.33%;1,736.59;1,735.56;1,734.17
8/22/2003;0.29%;0.33%;1,737.98;1,736.95;1,735.55
8/25/2003;0.29%;0.33%;1,739.36;1,738.33;1,736.94
8/26/2003;0.29%;0.33%;1,740.74;1,739.72;1,738.32
8/27/2003;0.29%;0.33%;1,742.13;1,741.11;1,739.71
8/28/2003;0.29%;0.33%;1,743.51;1,742.49;1,741.10
8/29/2003;0.29%;0.33%;1,744.90;1,743.88;1,742.48
9/1/2003;0.28%;0.32%;1,746.54;1,745.53;1,744.13
9/2/2003;0.28%;0.32%;1,747.93;1,746.92;1,745.52
9/3/2003;0.28%;0.32%;1,749.32;1,748.31;1,746.91
9/4/2003;0.28%;0.32%;1,750.71;1,749.70;1,748.30
9/5/2003;0.27%;0.31%;1,752.36;1,751.35;1,749.94
9/8/2003;0.27%;0.31%;1,753.75;1,752.74;1,751.34
9/9/2003;0.27%;0.31%;1,755.14;1,754.14;1,752.73
9/10/2003;0.26%;0.30%;1,756.79;1,755.79;1,754.38
9/11/2003;0.25%;0.29%;1,758.44;1,757.43;1,756.03
9/12/2003;0.24%;0.28%;1,760.08;1,759.08;1,757.68
9/15/2003;0.23%;0.27%;1,761.73;1,760.73;1,759.32
9/16/2003;0.23%;0.27%;1,763.13;1,762.13;1,760.72
9/17/2003;0.23%;0.27%;1,764.52;1,763.53;1,762.12
9/18/2003;0.23%;0.27%;1,765.81;1,764.82;1,763.52
9/19/2003;0.23%;0.27%;1,767.09;1,766.10;1,764.81
9/22/2003;0.22%;0.26%;1,768.63;1,767.64;1,766.34
9/23/2003;0.22%;0.26%;1,769.92;1,768.93;1,767.63
9/24/2003;0.23%;0.27%;1,770.96;1,769.97;1,768.67
9/25/2003;0.22%;0.26%;1,772.49;1,771.51;1,770.21
9/26/2003;0.22%;0.26%;1,773.78;1,772.80;1,771.50
9/29/2003;0.23%;0.27%;1,774.83;1,773.85;1,772.55
9/30/2003;0.22%;0.26%;1,776.36;1,775.38;1,774.08
10/1/2003;0.22%;0.26%;1,777.65;1,776.68;1,775.38
10/2/2003;0.22%;0.26%;1,778.94;1,777.97;1,776.67
10/3/2003;0.22%;0.26%;1,780.24;1,779.27;1,777.96
10/6/2003;0.22%;0.26%;1,781.53;1,780.56;1,779.26
10/7/2003;0.22%;0.26%;1,782.83;1,781.86;1,780.56
10/8/2003;0.22%;0.26%;1,784.12;1,783.16;1,781.85
10/9/2003;0.21%;0.25%;1,785.66;1,784.70;1,783.39
10/10/2003;0.21%;0.25%;1,786.96;1,786.00;1,784.69
10/13/2003;0.21%;0.25%;1,788.26;1,787.30;1,785.99
10/14/2003;0.20%;0.24%;1,789.80;1,788.84;1,787.53
10/15/2003;0.19%;0.23%;1,791.34;1,790.38;1,789.07
10/16/2003;0.18%;0.22%;1,792.88;1,791.92;1,790.61
10/17/2003;0.17%;0.21%;1,794.41;1,793.46;1,792.15
10/20/2003;0.17%;0.21%;1,795.71;1,794.77;1,793.45
10/21/2003;0.17%;0.21%;1,797.02;1,796.07;1,794.76
10/22/2003;0.16%;0.20%;1,798.56;1,797.61;1,796.30
10/23/2003;0.16%;0.20%;1,799.80;1,798.86;1,797.60
10/24/2003;0.16%;0.20%;1,801.04;1,800.10;1,798.85
10/27/2003;0.16%;0.20%;1,802.29;1,801.35;1,800.10
10/28/2003;0.17%;0.21%;1,803.30;1,802.37;1,801.11
10/29/2003;0.16%;0.20%;1,804.78;1,803.85;1,802.59
10/30/2003;0.16%;0.20%;1,806.03;1,805.10;1,803.84
10/31/2003;0.16%;0.20%;1,807.28;1,806.36;1,805.09
11/3/2003;0.16%;0.20%;1,808.53;1,807.61;1,806.35
11/4/2003;0.16%;0.20%;1,809.79;1,808.86;1,807.60
11/5/2003;0.16%;0.20%;1,811.04;1,810.12;1,808.85
11/6/2003;0.16%;0.20%;1,812.29;1,811.37;1,810.11
11/7/2003;0.15%;0.19%;1,813.77;1,812.86;1,811.59
11/10/2003;0.14%;0.18%;1,815.26;1,814.34;1,813.08
11/11/2003;0.14%;0.18%;1,816.51;1,815.60;1,814.33
11/12/2003;0.13%;0.17%;1,817.99;1,817.08;1,815.82
11/13/2003;0.14%;0.16%;1,819.02;1,818.57;1,817.30
11/14/2003;0.13%;0.15%;1,820.50;1,820.05;1,818.79
11/17/2003;0.12%;0.14%;1,821.99;1,821.54;1,820.27
11/18/2003;0.12%;0.14%;1,823.25;1,822.79;1,821.53
11/19/2003;0.08%;0.10%;1,825.40;1,824.95;1,823.69
11/20/2003;0.07%;0.09%;1,826.79;1,826.34;1,825.16
11/21/2003;0.05%;0.07%;1,828.40;1,827.95;1,826.78
11/24/2003;0.04%;0.06%;1,829.79;1,829.34;1,828.17
11/25/2003;0.03%;0.05%;1,831.18;1,830.73;1,829.56
11/26/2003;0.03%;0.05%;1,832.34;1,831.90;1,830.72
11/27/2003;0.03%;0.05%;1,833.51;1,833.06;1,831.89
11/28/2003;0.03%;0.05%;1,834.67;1,834.23;1,833.05
12/1/2003;0.03%;0.05%;1,835.84;1,835.40;1,834.22
12/2/2003;0.02%;0.04%;1,837.22;1,836.78;1,835.60
12/3/2003;0.02%;0.04%;1,838.39;1,837.95;1,836.77
12/4/2003;0.02%;0.04%;1,839.56;1,839.12;1,837.94
12/5/2003;0.02%;0.04%;1,840.73;1,840.29;1,839.11
12/8/2003;0.02%;0.04%;1,841.90;1,841.46;1,840.28
12/9/2003;0.02%;0.04%;1,843.07;1,842.63;1,841.45
12/10/2003;0.02%;0.04%;1,844.24;1,843.80;1,842.62
12/11/2003;0.02%;0.04%;1,845.40;1,844.97;1,843.79
12/12/2003;0.02%;0.04%;1,846.58;1,846.14;1,844.96
12/15/2003;0.02%;0.04%;1,847.75;1,847.32;1,846.13
12/16/2003;0.02%;0.04%;1,848.92;1,848.49;1,847.30
12/17/2003;0.02%;0.04%;1,850.09;1,849.66;1,848.48
12/18/2003;0.02%;0.04%;1,851.20;1,850.77;1,849.65
12/19/2003;0.02%;0.04%;1,852.31;1,851.88;1,850.76
12/22/2003;0.02%;0.04%;1,853.42;1,853.00;1,851.87
12/23/2003;0.02%;0.04%;1,854.54;1,854.12;1,852.99
12/24/2003;0.01%;0.03%;1,855.86;1,855.44;1,854.32
12/26/2003;0.01%;0.03%;1,856.98;1,856.56;1,855.43
12/29/2003;0.01%;0.03%;1,858.10;1,857.68;1,856.55
12/30/2003;0.01%;0.03%;1,859.21;1,858.80;1,857.67
12/31/2003;0.01%;0.03%;1,860.33;1,859.91;1,858.79
