Vencimento;1/21/2004;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00
1/2/2002;;;;
1/3/2002;;;;
1/4/2002;;;;
1/7/2002;0.24%;0.26%;1,263.01;1,262.50
1/8/2002;0.24%;0.26%;1,263.90;1,263.39
1/9/2002;0.24%;0.26%;1,264.79;1,264.27
1/10/2002;0.24%;0.26%;1,265.67;1,265.16
1/11/2002;0.23%;0.25%;1,266.82;1,266.31
1/14/2002;0.23%;0.25%;1,267.71;1,267.20
1/15/2002;0.23%;0.25%;1,268.60;1,268.09
1/16/2002;0.23%;0.25%;1,269.49;1,268.98
1/17/2002;0.24%;0.26%;1,270.12;1,269.61
1/18/2002;0.24%;0.26%;1,271.01;1,270.50
1/21/2002;0.24%;0.26%;1,271.90;1,271.40
1/22/2002;0.24%;0.26%;1,272.80;1,272.29
1/23/2002;0.24%;0.26%;1,273.69;1,273.18
1/24/2002;0.24%;0.26%;1,274.58;1,274.08
1/25/2002;0.24%;0.26%;1,275.48;1,274.97
1/28/2002;0.24%;0.26%;1,276.37;1,275.87
1/29/2002;0.24%;0.26%;1,277.27;1,276.76
1/30/2002;0.24%;0.26%;1,278.17;1,277.66
1/31/2002;0.24%;0.26%;1,279.06;1,278.56
2/1/2002;0.24%;0.26%;1,279.96;1,279.46
2/4/2002;0.24%;0.26%;1,280.86;1,280.36
2/5/2002;0.24%;0.26%;1,281.76;1,281.26
2/6/2002;0.24%;0.26%;1,282.66;1,282.16
2/7/2002;0.24%;0.26%;1,283.56;1,283.06
2/8/2002;0.25%;0.27%;1,284.21;1,283.71
2/13/2002;0.30%;0.32%;1,283.86;1,283.37
2/14/2002;0.30%;0.32%;1,284.77;1,284.27
2/15/2002;0.31%;0.33%;1,285.42;1,284.93
2/18/2002;0.31%;0.33%;1,286.33;1,285.83
2/19/2002;0.32%;0.34%;1,286.99;1,286.49
2/20/2002;0.35%;0.37%;1,287.16;1,286.66
2/21/2002;0.35%;0.37%;1,288.05;1,287.56
2/22/2002;0.36%;0.38%;1,288.71;1,288.21
2/25/2002;0.36%;0.38%;1,289.61;1,289.11
2/26/2002;0.36%;0.38%;1,290.51;1,290.01
2/27/2002;0.36%;0.38%;1,291.41;1,290.92
2/28/2002;0.36%;0.38%;1,292.31;1,291.82
3/1/2002;0.36%;0.38%;1,293.21;1,292.72
3/4/2002;0.35%;0.37%;1,294.36;1,293.87
3/5/2002;0.34%;0.36%;1,295.50;1,295.02
3/6/2002;0.36%;0.38%;1,295.92;1,295.43
3/7/2002;0.37%;0.39%;1,296.58;1,296.10
3/8/2002;0.38%;0.40%;1,297.25;1,296.76
3/11/2002;0.38%;0.40%;1,298.15;1,297.67
3/12/2002;0.38%;0.40%;1,299.06;1,298.58
3/13/2002;0.37%;0.39%;1,300.21;1,299.73
3/14/2002;0.36%;0.38%;1,301.36;1,300.88
3/15/2002;0.36%;0.38%;1,302.27;1,301.78
3/18/2002;0.35%;0.37%;1,303.42;1,302.94
3/19/2002;0.34%;0.36%;1,304.57;1,304.08
3/20/2002;0.35%;0.37%;1,305.24;1,304.76
3/21/2002;0.35%;0.37%;1,306.13;1,305.66
3/22/2002;0.35%;0.37%;1,307.04;1,306.56
3/25/2002;0.34%;0.36%;1,308.17;1,307.70
3/26/2002;0.34%;0.36%;1,309.08;1,308.60
3/27/2002;0.34%;0.36%;1,309.98;1,309.50
3/28/2002;0.34%;0.36%;1,310.88;1,310.41
4/1/2002;0.35%;0.37%;1,311.54;1,311.07
4/2/2002;0.36%;0.38%;1,312.21;1,311.73
4/3/2002;0.37%;0.39%;1,312.87;1,312.40
4/4/2002;0.38%;0.40%;1,313.53;1,313.06
4/5/2002;0.39%;0.41%;1,314.20;1,313.73
4/8/2002;0.40%;0.42%;1,314.86;1,314.39
4/9/2002;0.41%;0.43%;1,315.53;1,315.06
4/10/2002;0.35%;0.37%;1,317.84;1,317.37
4/11/2002;0.35%;0.37%;1,318.75;1,318.28
4/12/2002;0.33%;0.35%;1,320.12;1,319.65
4/15/2002;0.33%;0.35%;1,321.02;1,320.55
4/16/2002;0.32%;0.34%;1,322.15;1,321.69
4/17/2002;0.32%;0.34%;1,323.06;1,322.59
4/18/2002;0.32%;0.34%;1,323.96;1,323.50
4/19/2002;0.32%;0.34%;1,324.87;1,324.40
4/22/2002;0.32%;0.34%;1,325.77;1,325.31
4/23/2002;0.32%;0.34%;1,326.68;1,326.21
4/24/2002;0.32%;0.34%;1,327.58;1,327.12
4/25/2002;0.39%;0.41%;1,326.87;1,326.41
4/26/2002;0.45%;0.47%;1,326.39;1,325.93
4/29/2002;0.51%;0.53%;1,325.93;1,325.47
4/30/2002;0.64%;0.66%;1,323.87;1,323.41
5/2/2002;0.67%;0.69%;1,324.09;1,323.64
5/3/2002;0.69%;0.71%;1,324.56;1,324.11
5/6/2002;0.70%;0.72%;1,325.26;1,324.80
5/7/2002;0.71%;0.73%;1,325.95;1,325.50
5/8/2002;0.60%;0.62%;1,329.36;1,328.91
5/9/2002;0.70%;0.72%;1,328.02;1,327.57
5/10/2002;0.69%;0.71%;1,329.17;1,328.72
5/13/2002;0.68%;0.70%;1,330.32;1,329.87
5/14/2002;0.68%;0.70%;1,331.25;1,330.80
