02/01/2015;2,55%;2,57%;2.486,10;2.485,93;2.483,79
05/01/2015;2,51%;2,53%;2.487,32;2.487,15;2.486,27
06/01/2015;2,41%;2,43%;2.489,03;2.488,86;2.487,99
07/01/2015;2,38%;2,40%;2.490,15;2.489,98;2.489,12
08/01/2015;2,46%;2,48%;2.490,36;2.490,19;2.489,32
09/01/2015;2,47%;2,49%;2.492,19;2.492,03;2.489,91
12/01/2015;2,44%;2,46%;2.493,30;2.493,14;2.492,27
13/01/2015;2,41%;2,43%;2.494,40;2.494,24;2.493,38
14/01/2015;2,23%;2,25%;2.496,67;2.496,51;2.495,67
15/01/2015;2,14%;2,16%;2.498,50;2.498,34;2.497,22
16/01/2015;2,00%;2,02%;2.502,53;2.502,37;2.499,43
19/01/2015;1,98%;2,00%;2.503,79;2.503,64;2.502,53
20/01/2015;1,98%;2,00%;2.504,90;2.504,75;2.503,64
21/01/2015;1,50%;1,52%;2.509,58;2.509,43;2.508,37
22/01/2015;1,28%;1,30%;2.512,27;2.512,12;2.511,07
23/01/2015;1,20%;1,22%;2.515,74;2.515,59;2.512,71
26/01/2015;1,14%;1,16%;2.518,17;2.518,03;2.516,91
27/01/2015;1,07%;1,09%;2.519,78;2.519,64;2.518,53
28/01/2015;1,15%;1,17%;2.520,33;2.520,19;2.519,07
29/01/2015;1,17%;1,19%;2.521,31;2.521,17;2.520,05
30/01/2015;1,26%;1,28%;2.523,82;2.523,68;2.520,55
02/02/2015;1,25%;1,27%;2.525,02;2.524,88;2.523,75
03/02/2015;1,00%;1,02%;2.527,80;2.527,67;2.526,57
04/02/2015;0,90%;0,92%;2.529,57;2.529,44;2.528,34
05/02/2015;0,83%;0,85%;2.531,12;2.530,99;2.529,89
06/02/2015;0,70%;0,72%;2.535,05;2.534,92;2.531,83
09/02/2015;0,49%;0,51%;2.537,45;2.537,33;2.536,27
10/02/2015;0,53%;0,55%;2.538,26;2.538,14;2.537,07
11/02/2015;0,50%;0,52%;2.539,51;2.539,39;2.538,32
12/02/2015;0,46%;0,48%;2.540,81;2.540,69;2.539,63
13/02/2015;0,42%;0,44%;2.545,91;2.545,79;2.540,93
18/02/2015;0,29%;0,31%;2.547,64;2.547,52;2.546,56
19/02/2015;0,28%;0,30%;2.548,66;2.548,54;2.547,58
20/02/2015;0,26%;0,28%;2.551,60;2.551,49;2.548,66
23/02/2015;0,27%;0,29%;2.552,50;2.552,39;2.551,43
24/02/2015;0,27%;0,29%;2.553,47;2.553,36;2.552,39
25/02/2015;0,23%;0,25%;2.555,14;2.555,03;2.554,03
26/02/2015;0,27%;0,29%;2.555,93;2.555,83;2.554,82
27/02/2015;0,17%;0,19%;2.559,42;2.559,32;2.556,35
02/03/2015;0,07%;0,09%;2.560,93;2.560,82;2.559,83
03/03/2015;-0,30%;-0,28%;2.563,76;2.563,66;2.562,71
04/03/2015;-0,83%;-0,81%;2.567,32;2.567,22;2.566,32
05/03/2015;-0,49%;-0,47%;2.566,58;2.566,49;2.565,55
06/03/2015;-0,62%;-0,60%;2.572,90;2.572,80;2.569,52
09/03/2015;-0,99%;-0,97%;2.575,66;2.575,57;2.574,55
10/03/2015;-0,99%;-0,97%;2.576,68;2.576,59;2.575,57
11/03/2015;-0,99%;-0,97%;2.577,69;2.577,60;2.576,59
