Vencimento;07/03/2015;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2013;-0,01%;0,02%;5.451,79;5.448,23;5.446,71
03/01/2013;-0,01%;0,02%;5.453,27;5.449,72;5.448,20
04/01/2013;-0,01%;0,02%;5.454,76;5.451,21;5.449,69
07/01/2013;-0,01%;0,02%;5.456,24;5.452,69;5.451,18
08/01/2013;-0,01%;0,02%;5.457,73;5.454,19;5.452,67
09/01/2013;-0,01%;0,02%;5.459,21;5.455,68;5.454,16
10/01/2013;-0,01%;0,02%;5.460,70;5.457,17;5.455,65
11/01/2013;-0,01%;0,02%;5.462,19;5.458,66;5.457,14
14/01/2013;-0,01%;0,02%;5.463,67;5.460,15;5.458,63
15/01/2013;-0,01%;0,02%;5.465,16;5.461,65;5.460,12
16/01/2013;-0,01%;0,02%;5.466,64;5.463,14;5.461,62
17/01/2013;-0,01%;0,02%;5.468,13;5.464,64;5.463,11
18/01/2013;-0,01%;0,02%;5.469,63;5.466,13;5.464,61
21/01/2013;-0,01%;0,02%;5.471,11;5.467,62;5.466,10
22/01/2013;-0,01%;0,02%;5.472,60;5.469,12;5.467,59
23/01/2013;-0,01%;0,02%;5.474,09;5.470,61;5.469,09
24/01/2013;-0,01%;0,02%;5.477,10;5.473,63;5.470,58
28/01/2013;-0,01%;0,02%;5.478,56;5.475,10;5.473,57
29/01/2013;-0,01%;0,02%;5.480,05;5.476,60;5.475,07
30/01/2013;-0,01%;0,02%;5.481,54;5.478,10;5.476,57
31/01/2013;-0,01%;0,02%;5.483,04;5.479,59;5.478,07
01/02/2013;-0,01%;0,02%;5.484,53;5.481,09;5.479,57
04/02/2013;-0,01%;0,02%;5.486,02;5.482,59;5.481,06
05/02/2013;-0,01%;0,02%;5.487,52;5.484,09;5.482,56
06/02/2013;-0,01%;0,02%;5.489,01;5.485,59;5.484,06
07/02/2013;-0,01%;0,02%;5.490,50;5.487,09;5.485,56
