Vencimento;01/03/2025;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
01/02/2019;0,02%;0,06%;9.926,99;9.902,94;9.900,45
04/02/2019;0,02%;0,06%;9.929,43;9.905,40;9.902,91
05/02/2019;0,02%;0,06%;9.931,88;9.907,87;9.905,36
06/02/2019;0,02%;0,06%;9.934,34;9.910,33;9.907,83
07/02/2019;0,02%;0,06%;9.936,79;9.912,80;9.910,29
08/02/2019;0,02%;0,06%;9.939,25;9.915,26;9.912,76
11/02/2019;0,02%;0,06%;9.941,70;9.917,72;9.915,22
12/02/2019;0,02%;0,06%;9.944,16;9.920,19;9.917,68
13/02/2019;0,02%;0,06%;9.946,61;9.922,65;9.920,15
14/02/2019;0,02%;0,06%;9.949,07;9.925,12;9.922,62
15/02/2019;0,02%;0,06%;9.951,53;9.927,59;9.925,08
18/02/2019;0,02%;0,06%;9.953,98;9.930,05;9.927,55
19/02/2019;0,02%;0,06%;9.956,44;9.932,53;9.930,02
20/02/2019;0,02%;0,06%;9.958,90;9.934,99;9.932,49
21/02/2019;0,02%;0,06%;9.961,37;9.937,46;9.934,96
22/02/2019;0,02%;0,06%;9.963,83;9.939,94;9.937,42
25/02/2019;0,02%;0,06%;9.966,28;9.942,40;9.939,90
26/02/2019;0,02%;0,06%;9.968,75;9.944,87;9.942,37
27/02/2019;0,02%;0,06%;9.971,21;9.947,35;9.944,83
28/02/2019;0,02%;0,06%;9.973,67;9.949,82;9.947,31
01/03/2019;0,02%;0,06%;9.976,14;9.952,30;9.949,78
06/03/2019;0,02%;0,06%;9.978,60;9.954,77;9.952,26
07/03/2019;0,02%;0,06%;9.981,06;9.957,24;9.954,73
08/03/2019;0,02%;0,06%;9.983,53;9.959,72;9.957,20
11/03/2019;0,02%;0,06%;9.986,00;9.962,19;9.959,68
12/03/2019;0,02%;0,06%;9.988,46;9.964,67;9.962,16
13/03/2019;0,02%;0,06%;9.990,93;9.967,15;9.964,63
14/03/2019;0,02%;0,06%;9.993,40;9.969,62;9.967,11
15/03/2019;0,02%;0,06%;9.995,87;9.972,11;9.969,59
18/03/2019;0,02%;0,06%;9.998,34;9.974,58;9.972,07
19/03/2019;0,02%;0,06%;10.000,80;9.977,06;9.974,55
20/03/2019;0,02%;0,06%;10.003,27;9.979,54;9.977,02
21/03/2019;0,02%;0,06%;10.005,74;9.982,02;9.979,51
