Vencimento;07/03/2017;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2012;0,00%;0,04%;5.024,60;5.014,23;5.012,15
03/01/2012;0,00%;0,04%;5.026,66;5.016,30;5.014,21
04/01/2012;0,00%;0,04%;5.028,73;5.018,37;5.016,28
05/01/2012;0,00%;0,04%;5.030,79;5.020,44;5.018,35
06/01/2012;0,00%;0,04%;5.032,86;5.022,50;5.020,42
09/01/2012;0,00%;0,04%;5.034,92;5.024,58;5.022,49
10/01/2012;0,00%;0,04%;5.036,99;5.026,64;5.024,56
11/01/2012;0,00%;0,04%;5.039,06;5.028,72;5.026,63
12/01/2012;0,00%;0,04%;5.041,13;5.030,79;5.028,70
13/01/2012;0,00%;0,04%;5.043,20;5.032,86;5.030,78
16/01/2012;0,00%;0,04%;5.045,27;5.034,94;5.032,85
17/01/2012;0,00%;0,04%;5.047,34;5.037,01;5.034,92
18/01/2012;0,00%;0,04%;5.049,41;5.039,09;5.037,00
19/01/2012;0,00%;0,04%;5.051,40;5.041,08;5.039,07
20/01/2012;0,00%;0,04%;5.053,38;5.043,07;5.041,06
23/01/2012;-0,01%;0,03%;5.057,94;5.047,63;5.045,62
24/01/2012;-0,01%;0,03%;5.059,93;5.049,62;5.047,61
25/01/2012;-0,01%;0,03%;5.061,91;5.051,60;5.049,60
26/01/2012;-0,01%;0,03%;5.063,90;5.053,60;5.051,59
27/01/2012;-0,01%;0,03%;5.065,88;5.055,59;5.053,58
30/01/2012;-0,01%;0,03%;5.067,87;5.057,58;5.055,57
31/01/2012;-0,01%;0,03%;5.069,86;5.059,57;5.057,56
01/02/2012;-0,01%;0,03%;5.071,85;5.061,56;5.059,55
02/02/2012;-0,01%;0,03%;5.073,84;5.063,55;5.061,54
03/02/2012;-0,01%;0,03%;5.075,83;5.065,55;5.063,54
06/02/2012;-0,01%;0,03%;5.077,82;5.067,55;5.065,54
07/02/2012;-0,01%;0,03%;5.079,81;5.069,54;5.067,53
08/02/2012;-0,01%;0,03%;5.081,80;5.071,54;5.069,52
09/02/2012;-0,01%;0,03%;5.083,80;5.073,54;5.071,52
10/02/2012;-0,01%;0,03%;5.085,79;5.075,54;5.073,52
13/02/2012;-0,01%;0,03%;5.087,79;5.077,54;5.075,52
14/02/2012;-0,01%;0,03%;5.089,79;5.079,54;5.077,52
15/02/2012;-0,01%;0,03%;5.091,78;5.081,53;5.079,52
16/02/2012;-0,01%;0,03%;5.093,78;5.083,54;5.081,52
17/02/2012;-0,01%;0,03%;5.095,77;5.085,54;5.083,52
22/02/2012;-0,01%;0,03%;5.097,78;5.087,54;5.085,52
23/02/2012;-0,01%;0,03%;5.099,78;5.089,55;5.087,53
24/02/2012;-0,01%;0,03%;5.101,77;5.091,55;5.089,53
27/02/2012;-0,01%;0,03%;5.103,78;5.093,56;5.091,53
28/02/2012;-0,01%;0,03%;5.105,78;5.095,56;5.093,54
29/02/2012;-0,01%;0,03%;5.107,78;5.097,57;5.095,54
01/03/2012;-0,01%;0,03%;5.109,79;5.099,58;5.097,55
02/03/2012;-0,01%;0,03%;5.111,79;5.101,59;5.099,56
05/03/2012;-0,01%;0,03%;5.113,80;5.103,60;5.101,57
06/03/2012;-0,01%;0,03%;5.115,80;5.105,60;5.103,58
07/03/2012;-0,01%;0,03%;5.117,81;5.107,62;5.105,59
08/03/2012;-0,01%;0,03%;5.119,68;5.109,49;5.107,60
09/03/2012;-0,02%;0,02%;5.124,10;5.113,91;5.112,02
12/03/2012;-0,02%;0,02%;5.125,97;5.115,78;5.113,89
13/03/2012;-0,02%;0,02%;5.127,84;5.117,66;5.115,77
14/03/2012;-0,02%;0,02%;5.129,71;5.119,53;5.117,64
15/03/2012;-0,02%;0,02%;5.131,58;5.121,41;5.119,51
16/03/2012;-0,02%;0,02%;5.133,45;5.123,29;5.121,39
19/03/2012;-0,03%;0,01%;5.137,87;5.127,70;5.125,81
20/03/2012;-0,03%;0,01%;5.139,74;5.129,58;5.127,68
21/03/2012;-0,04%;0,00%;5.144,16;5.134,00;5.132,10
22/03/2012;-0,04%;0,00%;5.146,03;5.135,87;5.133,98
23/03/2012;-0,04%;0,00%;5.147,90;5.137,75;5.135,85
26/03/2012;-0,04%;0,00%;5.149,78;5.139,63;5.137,73
27/03/2012;-0,05%;-0,01%;5.154,19;5.144,04;5.142,15
28/03/2012;-0,05%;-0,01%;5.156,07;5.145,92;5.144,03
29/03/2012;-0,06%;-0,02%;5.160,48;5.150,33;5.148,44
30/03/2012;-0,06%;-0,02%;5.162,36;5.152,21;5.150,31
02/04/2012;-0,07%;-0,03%;5.166,78;5.156,63;5.154,73
03/04/2012;-0,07%;-0,03%;5.168,65;5.158,50;5.156,61
04/04/2012;-0,07%;-0,03%;5.170,52;5.160,38;5.158,48
05/04/2012;-0,08%;-0,04%;5.174,94;5.164,80;5.162,90
09/04/2012;-0,08%;-0,04%;5.176,81;5.166,68;5.164,78
10/04/2012;-0,08%;-0,04%;5.178,69;5.168,56;5.166,66
11/04/2012;-0,08%;-0,04%;5.180,57;5.170,44;5.168,54
12/04/2012;-0,08%;-0,04%;5.182,45;5.172,32;5.170,42
13/04/2012;-0,08%;-0,04%;5.184,32;5.174,20;5.172,31
16/04/2012;-0,08%;-0,04%;5.186,20;5.176,09;5.174,19
17/04/2012;-0,08%;-0,04%;5.188,08;5.177,97;5.176,07
18/04/2012;-0,08%;-0,04%;5.189,96;5.179,86;5.177,95
19/04/2012;-0,08%;-0,04%;5.191,70;5.181,60;5.179,84
20/04/2012;-0,08%;-0,04%;5.193,45;5.183,35;5.181,59
23/04/2012;-0,08%;-0,04%;5.195,18;5.185,10;5.183,33
24/04/2012;-0,08%;-0,04%;5.196,92;5.186,84;5.185,08
25/04/2012;-0,08%;-0,04%;5.198,67;5.188,59;5.186,82
26/04/2012;-0,09%;-0,05%;5.202,93;5.192,85;5.191,09
27/04/2012;-0,09%;-0,05%;5.204,67;5.194,60;5.192,83
30/04/2012;-0,09%;-0,05%;5.206,42;5.196,35;5.194,58
02/05/2012;-0,09%;-0,05%;5.208,16;5.198,10;5.196,33
03/05/2012;-0,09%;-0,05%;5.209,90;5.199,84;5.198,08
04/05/2012;-0,09%;-0,05%;5.211,65;5.201,59;5.199,83
07/05/2012;-0,09%;-0,05%;5.213,39;5.203,34;5.201,57
08/05/2012;-0,09%;-0,05%;5.215,14;5.205,09;5.203,32
09/05/2012;-0,09%;-0,05%;5.216,89;5.206,84;5.205,07
10/05/2012;-0,09%;-0,05%;5.218,63;5.208,60;5.206,83
11/05/2012;-0,09%;-0,05%;5.220,38;5.210,35;5.208,58
14/05/2012;-0,09%;-0,05%;5.222,13;5.212,10;5.210,33
15/05/2012;-0,09%;-0,05%;5.223,88;5.213,85;5.212,08
16/05/2012;-0,09%;-0,05%;5.225,62;5.215,60;5.213,83
17/05/2012;-0,09%;-0,05%;5.227,37;5.217,36;5.215,58
18/05/2012;-0,09%;-0,05%;5.229,12;5.219,11;5.217,34
21/05/2012;-0,09%;-0,05%;5.230,86;5.220,86;5.219,09
22/05/2012;-0,09%;-0,05%;5.232,62;5.222,62;5.220,84
23/05/2012;-0,09%;-0,05%;5.234,36;5.224,37;5.222,60
24/05/2012;-0,09%;-0,05%;5.236,12;5.226,13;5.224,35
25/05/2012;-0,09%;-0,05%;5.237,87;5.227,89;5.226,11
28/05/2012;-0,09%;-0,05%;5.239,62;5.229,64;5.227,86
29/05/2012;-0,09%;-0,05%;5.241,37;5.231,40;5.229,62
30/05/2012;-0,09%;-0,05%;5.243,12;5.233,16;5.231,38
31/05/2012;-0,09%;-0,05%;5.244,78;5.234,82;5.233,13
01/06/2012;-0,09%;-0,05%;5.246,44;5.236,48;5.234,80
04/06/2012;-0,09%;-0,05%;5.248,10;5.238,15;5.236,46
05/06/2012;-0,09%;-0,05%;5.249,76;5.239,81;5.238,12
06/06/2012;-0,09%;-0,05%;5.251,42;5.241,48;5.239,79
08/06/2012;-0,09%;-0,05%;5.253,08;5.243,14;5.241,45
11/06/2012;-0,09%;-0,05%;5.254,74;5.244,81;5.243,12
12/06/2012;-0,09%;-0,05%;5.256,40;5.246,47;5.244,79
13/06/2012;-0,09%;-0,05%;5.258,06;5.248,14;5.246,45
14/06/2012;-0,09%;-0,05%;5.259,72;5.249,81;5.248,12
15/06/2012;-0,09%;-0,05%;5.261,39;5.251,48;5.249,79
18/06/2012;-0,09%;-0,05%;5.263,05;5.253,15;5.251,46
19/06/2012;-0,09%;-0,05%;5.264,72;5.254,81;5.253,12
20/06/2012;-0,09%;-0,05%;5.266,38;5.256,48;5.254,79
21/06/2012;-0,09%;-0,05%;5.268,04;5.258,15;5.256,46
22/06/2012;-0,08%;-0,04%;5.267,24;5.257,36;5.255,66
25/06/2012;-0,08%;-0,04%;5.268,90;5.259,03;5.257,34
26/06/2012;-0,08%;-0,04%;5.270,57;5.260,71;5.259,01
27/06/2012;-0,08%;-0,04%;5.272,24;5.262,38;5.260,69
28/06/2012;-0,08%;-0,04%;5.273,91;5.264,05;5.262,36
29/06/2012;-0,08%;-0,04%;5.275,58;5.265,73;5.264,03
02/07/2012;-0,08%;-0,04%;5.277,25;5.267,40;5.265,71
03/07/2012;-0,08%;-0,04%;5.278,92;5.269,08;5.267,38
04/07/2012;-0,08%;-0,04%;5.280,59;5.270,76;5.269,06
05/07/2012;-0,07%;-0,03%;5.279,80;5.269,98;5.268,28
06/07/2012;-0,07%;-0,03%;5.281,48;5.271,66;5.269,96
09/07/2012;-0,06%;-0,02%;5.280,70;5.270,89;5.269,18
10/07/2012;-0,06%;-0,02%;5.282,37;5.272,57;5.270,86
11/07/2012;-0,06%;-0,02%;5.284,05;5.274,25;5.272,55
12/07/2012;-0,06%;-0,02%;5.285,63;5.275,84;5.274,23
13/07/2012;-0,06%;-0,02%;5.287,21;5.277,42;5.275,81
16/07/2012;-0,06%;-0,02%;5.288,79;5.279,01;5.277,40
17/07/2012;-0,06%;-0,02%;5.290,37;5.280,60;5.278,98
18/07/2012;-0,06%;-0,02%;5.291,96;5.282,18;5.280,58
19/07/2012;-0,05%;-0,01%;5.291,09;5.281,33;5.279,72
20/07/2012;-0,05%;-0,01%;5.292,68;5.282,92;5.281,31
23/07/2012;-0,05%;-0,01%;5.294,26;5.284,51;5.282,90
24/07/2012;-0,04%;0,00%;5.293,41;5.283,67;5.282,06
25/07/2012;-0,04%;0,00%;5.295,00;5.285,27;5.283,65
26/07/2012;-0,04%;0,00%;5.296,59;5.286,86;5.285,24
27/07/2012;-0,04%;0,00%;5.298,17;5.288,45;5.286,84
30/07/2012;-0,04%;0,00%;5.299,76;5.290,05;5.288,43
31/07/2012;-0,04%;0,00%;5.301,35;5.291,64;5.290,02
01/08/2012;-0,03%;0,01%;5.300,51;5.290,81;5.289,19
02/08/2012;-0,03%;0,01%;5.302,10;5.292,41;5.290,79
03/08/2012;-0,03%;0,01%;5.303,69;5.294,00;5.292,38
06/08/2012;-0,03%;0,01%;5.305,29;5.295,60;5.293,98
07/08/2012;-0,03%;0,01%;5.306,88;5.297,20;5.295,58
08/08/2012;-0,03%;0,01%;5.308,47;5.298,80;5.297,18
09/08/2012;-0,03%;0,01%;5.310,06;5.300,40;5.298,78
10/08/2012;-0,03%;0,01%;5.311,66;5.301,99;5.300,37
13/08/2012;-0,03%;0,01%;5.313,25;5.303,60;5.301,97
14/08/2012;-0,02%;0,02%;5.312,44;5.302,79;5.301,16
15/08/2012;-0,02%;0,02%;5.314,03;5.304,39;5.302,76
16/08/2012;-0,02%;0,02%;5.315,63;5.305,99;5.304,37
17/08/2012;-0,02%;0,02%;5.317,22;5.307,60;5.305,97
20/08/2012;-0,02%;0,02%;5.318,83;5.309,20;5.307,58
21/08/2012;-0,02%;0,02%;5.320,42;5.310,80;5.309,18
22/08/2012;-0,02%;0,02%;5.322,02;5.312,41;5.310,78
23/08/2012;-0,02%;0,02%;5.323,62;5.314,02;5.312,39
24/08/2012;-0,02%;0,02%;5.325,22;5.315,62;5.313,99
27/08/2012;-0,02%;0,02%;5.326,83;5.317,22;5.315,60
28/08/2012;-0,02%;0,02%;5.328,43;5.318,83;5.317,20
29/08/2012;-0,02%;0,02%;5.330,03;5.320,44;5.318,81
30/08/2012;-0,02%;0,02%;5.331,53;5.321,95;5.320,42
31/08/2012;-0,02%;0,02%;5.333,03;5.323,46;5.321,93
03/09/2012;-0,02%;0,02%;5.334,54;5.324,97;5.323,44
04/09/2012;-0,02%;0,02%;5.336,05;5.326,48;5.324,95
05/09/2012;-0,02%;0,02%;5.337,55;5.327,99;5.326,46
06/09/2012;-0,02%;0,02%;5.339,06;5.329,51;5.327,97
10/09/2012;-0,02%;0,02%;5.340,56;5.331,02;5.329,49
11/09/2012;-0,01%;0,03%;5.339,68;5.330,15;5.328,61
12/09/2012;-0,01%;0,03%;5.341,19;5.331,66;5.330,13
13/09/2012;-0,01%;0,03%;5.342,70;5.333,18;5.331,64
14/09/2012;-0,01%;0,03%;5.344,21;5.334,70;5.333,16
17/09/2012;-0,01%;0,03%;5.345,72;5.336,21;5.334,67
18/09/2012;-0,01%;0,03%;5.347,23;5.337,73;5.336,19
19/09/2012;-0,01%;0,03%;5.348,74;5.339,24;5.337,70
20/09/2012;-0,01%;0,03%;5.350,26;5.340,76;5.339,22
21/09/2012;-0,01%;0,03%;5.351,76;5.342,28;5.340,74
24/09/2012;-0,01%;0,03%;5.353,28;5.343,80;5.342,26
25/09/2012;-0,01%;0,03%;5.354,79;5.345,31;5.343,78
26/09/2012;-0,01%;0,03%;5.356,30;5.346,83;5.345,29
27/09/2012;-0,01%;0,03%;5.357,82;5.348,35;5.346,81
28/09/2012;-0,01%;0,03%;5.359,33;5.349,87;5.348,33
01/10/2012;-0,01%;0,03%;5.360,85;5.351,39;5.349,85
02/10/2012;-0,01%;0,03%;5.362,36;5.352,91;5.351,37
03/10/2012;-0,01%;0,03%;5.363,87;5.354,43;5.352,89
04/10/2012;-0,01%;0,03%;5.365,39;5.355,95;5.354,41
05/10/2012;-0,01%;0,03%;5.366,91;5.357,48;5.355,93
08/10/2012;-0,01%;0,03%;5.368,42;5.359,00;5.357,46
09/10/2012;-0,01%;0,03%;5.369,94;5.360,52;5.358,98
10/10/2012;-0,01%;0,03%;5.371,46;5.362,05;5.360,50
11/10/2012;-0,01%;0,03%;5.372,93;5.363,52;5.362,02
15/10/2012;-0,01%;0,03%;5.374,39;5.364,99;5.363,50
16/10/2012;-0,01%;0,03%;5.375,86;5.366,47;5.364,97
17/10/2012;-0,01%;0,03%;5.377,34;5.367,95;5.366,45
18/10/2012;-0,01%;0,03%;5.378,80;5.369,42;5.367,92
19/10/2012;-0,01%;0,03%;5.380,27;5.370,89;5.369,40
22/10/2012;-0,01%;0,03%;5.381,74;5.372,37;5.370,87
23/10/2012;-0,01%;0,03%;5.383,21;5.373,85;5.372,35
24/10/2012;-0,01%;0,03%;5.384,69;5.375,33;5.373,83
25/10/2012;-0,01%;0,03%;5.386,16;5.376,80;5.375,31
26/10/2012;-0,01%;0,03%;5.387,63;5.378,28;5.376,78
29/10/2012;-0,01%;0,03%;5.389,10;5.379,76;5.378,26
30/10/2012;-0,01%;0,03%;5.390,57;5.381,24;5.379,74
31/10/2012;-0,01%;0,03%;5.392,05;5.382,72;5.381,22
01/11/2012;-0,01%;0,03%;5.393,52;5.384,20;5.382,70
05/11/2012;-0,01%;0,03%;5.395,00;5.385,68;5.384,18
06/11/2012;-0,01%;0,03%;5.396,47;5.387,16;5.385,66
