Vencimento;16/03/2011;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2006;;;;;
03/01/2006;;;;;
04/01/2006;;;;;
05/01/2006;;;;;
06/01/2006;;;;;
09/01/2006;;;;;
10/01/2006;;;;;
11/01/2006;;;;;
12/01/2006;;;;;
13/01/2006;;;;;
16/01/2006;;;;;
17/01/2006;;;;;
18/01/2006;;;;;
19/01/2006;;;;;
20/01/2006;;;;;
23/01/2006;;;;;
24/01/2006;;;;;
25/01/2006;;;;;
26/01/2006;;;;;
27/01/2006;;;;;
30/01/2006;;;;;
31/01/2006;;;;;
01/02/2006;;;;;
02/02/2006;;;;;
03/02/2006;;;;;
06/02/2006;;;;;
07/02/2006;;;;;
08/02/2006;;;;;
09/02/2006;;;;;
10/02/2006;;;;;
13/02/2006;;;;;
14/02/2006;;;;;
15/02/2006;;;;;
16/02/2006;;;;;
17/02/2006;;;;;
20/02/2006;;;;;
21/02/2006;;;;;
22/02/2006;;;;;
23/02/2006;;;;;
24/02/2006;;;;;
01/03/2006;;;;;
02/03/2006;;;;;
03/03/2006;;;;;
06/03/2006;;;;;
07/03/2006;;;;;
08/03/2006;;;;;
09/03/2006;;;;;
10/03/2006;;;;;
13/03/2006;;;;;
14/03/2006;;;;;
15/03/2006;;;;;
16/03/2006;;;;;
17/03/2006;;;;;
20/03/2006;;;;;
21/03/2006;;;;;
22/03/2006;;;;;
23/03/2006;;;;;
24/03/2006;;;;;
27/03/2006;;;;;
28/03/2006;;;;;
29/03/2006;;;;;
30/03/2006;;;;;
31/03/2006;;;;;
03/04/2006;;;;;
04/04/2006;;;;;
05/04/2006;;;;;
06/04/2006;;;;;
07/04/2006;;;;;
10/04/2006;;;;;
11/04/2006;;;;;
12/04/2006;;;;;
13/04/2006;;;;;
17/04/2006;;;;;
18/04/2006;;;;;
19/04/2006;;;;;
20/04/2006;;;;;
24/04/2006;;;;;
25/04/2006;;;;;
26/04/2006;;;;;
27/04/2006;;;;;
28/04/2006;;;;;
02/05/2006;;;;;
03/05/2006;;;;;
04/05/2006;;;;;
05/05/2006;;;;;
08/05/2006;;;;;
09/05/2006;;;;;
10/05/2006;;;;;
11/05/2006;;;;;
12/05/2006;;;;;
15/05/2006;;;;;
16/05/2006;;;;;
17/05/2006;;;;;
18/05/2006;;;;;
19/05/2006;;;;;
22/05/2006;;;;;
23/05/2006;;;;;
24/05/2006;;;;;
25/05/2006;;;;;
26/05/2006;;;;;
29/05/2006;;;;;
30/05/2006;;;;;
31/05/2006;;;;;
01/06/2006;;;;;
02/06/2006;;;;;
05/06/2006;;;;;
06/06/2006;;;;;
07/06/2006;;;;;
08/06/2006;;;;;
09/06/2006;0,01%;0,05%;2.752,14;2.746,93;2.745,38
12/06/2006;0,01%;0,05%;2.753,69;2.748,48;2.746,93
13/06/2006;0,01%;0,05%;2.755,23;2.750,03;2.748,47
14/06/2006;0,01%;0,05%;2.756,78;2.751,57;2.750,02
16/06/2006;0,00%;0,04%;2.759,63;2.754,42;2.752,87
19/06/2006;0,00%;0,04%;2.761,18;2.755,97;2.754,42
20/06/2006;0,00%;0,04%;2.762,73;2.757,52;2.755,96
21/06/2006;0,00%;0,04%;2.764,28;2.759,08;2.757,52
22/06/2006;0,00%;0,04%;2.765,83;2.760,63;2.759,07
23/06/2006;0,00%;0,04%;2.767,38;2.762,18;2.760,62
26/06/2006;0,00%;0,04%;2.768,93;2.763,73;2.762,17
27/06/2006;0,00%;0,04%;2.770,48;2.765,29;2.763,72
28/06/2006;0,00%;0,04%;2.772,04;2.766,84;2.765,28
29/06/2006;0,00%;0,04%;2.773,59;2.768,40;2.766,83
30/06/2006;0,00%;0,04%;2.775,15;2.769,96;2.768,39
03/07/2006;0,00%;0,04%;2.776,71;2.771,51;2.769,95
04/07/2006;0,00%;0,04%;2.778,26;2.773,07;2.771,51
05/07/2006;0,00%;0,04%;2.779,82;2.774,63;2.773,07
06/07/2006;0,00%;0,04%;2.781,38;2.776,19;2.774,63
07/07/2006;0,00%;0,04%;2.782,94;2.777,76;2.776,19
10/07/2006;0,00%;0,04%;2.784,50;2.779,32;2.777,75
11/07/2006;0,00%;0,04%;2.786,06;2.780,88;2.779,31
12/07/2006;0,00%;0,04%;2.787,63;2.782,45;2.780,88
13/07/2006;0,00%;0,04%;2.789,19;2.784,01;2.782,44
14/07/2006;0,00%;0,04%;2.790,76;2.785,58;2.784,01
17/07/2006;0,00%;0,04%;2.792,32;2.787,14;2.785,57
18/07/2006;0,00%;0,04%;2.793,89;2.788,71;2.787,14
19/07/2006;0,00%;0,04%;2.795,45;2.790,28;2.788,71
20/07/2006;0,00%;0,04%;2.796,97;2.791,80;2.790,27
21/07/2006;0,00%;0,04%;2.798,49;2.793,32;2.791,79
24/07/2006;0,00%;0,04%;2.800,01;2.794,84;2.793,31
25/07/2006;0,00%;0,04%;2.801,53;2.796,37;2.794,83
26/07/2006;0,00%;0,04%;2.803,05;2.797,89;2.796,36
27/07/2006;0,00%;0,04%;2.804,57;2.799,41;2.797,88
28/07/2006;0,00%;0,04%;2.806,10;2.800,93;2.799,40
31/07/2006;0,00%;0,04%;2.807,62;2.802,46;2.800,92
01/08/2006;0,00%;0,04%;2.809,14;2.803,98;2.802,45
02/08/2006;0,00%;0,04%;2.810,67;2.805,51;2.803,98
03/08/2006;0,00%;0,04%;2.812,20;2.807,04;2.805,50
04/08/2006;0,00%;0,04%;2.813,72;2.808,57;2.807,03
07/08/2006;0,00%;0,04%;2.815,25;2.810,10;2.808,56
08/08/2006;0,00%;0,04%;2.816,78;2.811,63;2.810,09
09/08/2006;0,00%;0,04%;2.818,31;2.813,16;2.811,62
10/08/2006;0,00%;0,04%;2.819,84;2.814,69;2.813,15
11/08/2006;0,00%;0,04%;2.821,37;2.816,23;2.814,69
14/08/2006;0,00%;0,04%;2.822,91;2.817,76;2.816,22
15/08/2006;0,00%;0,04%;2.824,44;2.819,30;2.817,76
16/08/2006;0,00%;0,04%;2.825,98;2.820,84;2.819,29
17/08/2006;0,00%;0,04%;2.827,52;2.822,38;2.820,83
18/08/2006;0,00%;0,04%;2.829,05;2.823,92;2.822,37
21/08/2006;0,00%;0,04%;2.830,60;2.825,46;2.823,92
22/08/2006;0,00%;0,04%;2.832,14;2.827,00;2.825,46
23/08/2006;0,00%;0,04%;2.833,68;2.828,55;2.827,00
24/08/2006;0,00%;0,04%;2.835,22;2.830,09;2.828,54
25/08/2006;0,00%;0,04%;2.836,76;2.831,63;2.830,08
28/08/2006;0,00%;0,04%;2.838,31;2.833,18;2.831,63
29/08/2006;0,00%;0,04%;2.839,85;2.834,72;2.833,17
30/08/2006;0,00%;0,04%;2.841,39;2.836,27;2.834,72
31/08/2006;0,00%;0,04%;2.842,89;2.837,77;2.836,26
01/09/2006;0,00%;0,04%;2.844,39;2.839,27;2.837,76
04/09/2006;0,00%;0,04%;2.845,88;2.840,76;2.839,26
05/09/2006;0,00%;0,04%;2.847,38;2.842,26;2.840,75
06/09/2006;0,00%;0,04%;2.848,88;2.843,76;2.842,26
08/09/2006;0,00%;0,04%;2.850,38;2.845,26;2.843,76
11/09/2006;0,00%;0,04%;2.851,88;2.846,76;2.845,25
12/09/2006;0,00%;0,04%;2.853,38;2.848,27;2.846,76
13/09/2006;0,00%;0,04%;2.854,88;2.849,77;2.848,26
14/09/2006;0,00%;0,04%;2.856,38;2.851,27;2.849,76
15/09/2006;0,00%;0,04%;2.857,88;2.852,78;2.851,27
18/09/2006;0,00%;0,04%;2.859,38;2.854,28;2.852,77
19/09/2006;0,00%;0,04%;2.860,89;2.855,79;2.854,27
20/09/2006;0,00%;0,04%;2.862,39;2.857,29;2.855,78
21/09/2006;0,00%;0,04%;2.863,90;2.858,80;2.857,29
22/09/2006;0,00%;0,04%;2.865,40;2.860,31;2.858,79
25/09/2006;0,00%;0,04%;2.866,91;2.861,82;2.860,30
26/09/2006;0,00%;0,04%;2.868,42;2.863,33;2.861,81
27/09/2006;0,00%;0,04%;2.869,93;2.864,84;2.863,32
28/09/2006;0,00%;0,04%;2.871,44;2.866,35;2.864,83
29/09/2006;0,00%;0,04%;2.872,95;2.867,86;2.866,34
02/10/2006;0,00%;0,04%;2.874,46;2.869,38;2.867,86
03/10/2006;0,00%;0,04%;2.875,97;2.870,89;2.869,37
04/10/2006;0,00%;0,04%;2.877,48;2.872,40;2.870,88
05/10/2006;0,00%;0,04%;2.879,00;2.873,92;2.872,39
06/10/2006;0,00%;0,04%;2.880,51;2.875,43;2.873,91
09/10/2006;0,00%;0,04%;2.882,02;2.876,95;2.875,43
10/10/2006;0,00%;0,04%;2.883,54;2.878,47;2.876,94
11/10/2006;0,00%;0,04%;2.885,05;2.879,99;2.878,46
13/10/2006;0,00%;0,04%;2.886,57;2.881,50;2.879,98
16/10/2006;0,00%;0,04%;2.888,09;2.883,02;2.881,49
17/10/2006;0,00%;0,04%;2.889,61;2.884,54;2.883,01
18/10/2006;0,00%;0,04%;2.891,13;2.886,06;2.884,53
19/10/2006;0,00%;0,04%;2.892,59;2.887,54;2.886,05
20/10/2006;0,00%;0,04%;2.894,07;2.889,01;2.887,53
23/10/2006;0,00%;0,04%;2.895,54;2.890,48;2.889,00
24/10/2006;0,00%;0,04%;2.897,01;2.891,95;2.890,47
25/10/2006;0,00%;0,04%;2.898,48;2.893,43;2.891,94
26/10/2006;0,00%;0,04%;2.899,96;2.894,91;2.893,42
27/10/2006;0,00%;0,04%;2.901,43;2.896,38;2.894,90
30/10/2006;0,00%;0,04%;2.902,91;2.897,86;2.896,38
31/10/2006;0,00%;0,04%;2.904,38;2.899,34;2.897,86
01/11/2006;0,00%;0,04%;2.905,86;2.900,82;2.899,33
03/11/2006;0,00%;0,04%;2.907,34;2.902,30;2.900,81
06/11/2006;0,00%;0,04%;2.908,82;2.903,78;2.902,29
07/11/2006;0,00%;0,04%;2.910,30;2.905,27;2.903,78
08/11/2006;0,00%;0,04%;2.911,78;2.906,75;2.905,26
09/11/2006;0,00%;0,04%;2.913,27;2.908,24;2.906,74
10/11/2006;0,00%;0,04%;2.914,75;2.909,72;2.908,23
13/11/2006;0,00%;0,04%;2.916,23;2.911,20;2.909,71
14/11/2006;0,00%;0,04%;2.917,72;2.912,69;2.911,20
16/11/2006;0,00%;0,04%;2.919,20;2.914,18;2.912,68
17/11/2006;0,00%;0,04%;2.920,68;2.915,66;2.914,17
20/11/2006;0,00%;0,04%;2.922,17;2.917,15;2.915,65
21/11/2006;0,00%;0,04%;2.923,65;2.918,64;2.917,14
22/11/2006;0,00%;0,04%;2.925,14;2.920,13;2.918,63
23/11/2006;0,00%;0,04%;2.926,63;2.921,62;2.920,12
24/11/2006;0,00%;0,04%;2.928,12;2.923,11;2.921,61
27/11/2006;0,00%;0,04%;2.929,61;2.924,60;2.923,10
28/11/2006;0,00%;0,04%;2.931,09;2.926,09;2.924,59
29/11/2006;0,00%;0,04%;2.932,59;2.927,58;2.926,08
30/11/2006;0,00%;0,04%;2.934,03;2.929,02;2.927,57
01/12/2006;0,00%;0,04%;2.935,47;2.930,47;2.929,02
04/12/2006;0,00%;0,04%;2.936,91;2.931,91;2.930,46
05/12/2006;0,00%;0,04%;2.938,35;2.933,36;2.931,91
06/12/2006;0,00%;0,04%;2.939,80;2.934,81;2.933,35
07/12/2006;0,00%;0,04%;2.941,24;2.936,25;2.934,80
08/12/2006;0,00%;0,04%;2.942,69;2.937,70;2.936,25
11/12/2006;0,00%;0,04%;2.944,14;2.939,15;2.937,69
12/12/2006;0,00%;0,04%;2.945,58;2.940,60;2.939,14
13/12/2006;0,00%;0,04%;2.947,03;2.942,05;2.940,59
14/12/2006;0,00%;0,04%;2.948,48;2.943,50;2.942,04
15/12/2006;0,00%;0,04%;2.949,93;2.944,95;2.943,49
18/12/2006;0,00%;0,04%;2.951,38;2.946,40;2.944,94
19/12/2006;0,00%;0,04%;2.952,83;2.947,86;2.946,40
20/12/2006;0,00%;0,04%;2.954,28;2.949,31;2.947,85
21/12/2006;0,00%;0,04%;2.955,74;2.950,77;2.949,31
22/12/2006;0,00%;0,04%;2.957,19;2.952,22;2.950,76
26/12/2006;0,00%;0,04%;2.958,64;2.953,68;2.952,22
27/12/2006;0,00%;0,04%;2.960,10;2.955,14;2.953,67
28/12/2006;0,00%;0,04%;2.963,02;2.958,06;2.955,13
