Vencimento;07/03/2013;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2012;0,00%;0,02%;5.024,60;5.023,42;5.021,34
03/01/2012;0,00%;0,02%;5.026,66;5.025,49;5.023,40
04/01/2012;0,00%;0,02%;5.028,73;5.027,56;5.025,47
05/01/2012;0,00%;0,02%;5.030,79;5.029,63;5.027,54
06/01/2012;0,00%;0,02%;5.032,86;5.031,69;5.029,61
09/01/2012;0,00%;0,02%;5.034,92;5.033,76;5.031,68
10/01/2012;0,00%;0,02%;5.036,99;5.035,84;5.033,75
11/01/2012;0,00%;0,02%;5.039,06;5.037,91;5.035,82
12/01/2012;0,00%;0,02%;5.041,13;5.039,98;5.037,89
13/01/2012;0,00%;0,02%;5.043,20;5.042,05;5.039,97
16/01/2012;0,00%;0,02%;5.045,27;5.044,13;5.042,04
17/01/2012;0,00%;0,02%;5.047,34;5.046,20;5.044,11
18/01/2012;0,00%;0,02%;5.049,41;5.048,28;5.046,19
19/01/2012;0,00%;0,02%;5.051,40;5.050,27;5.048,26
20/01/2012;0,00%;0,02%;5.053,38;5.052,25;5.050,25
23/01/2012;0,00%;0,02%;5.055,36;5.054,24;5.052,23
24/01/2012;0,00%;0,02%;5.057,35;5.056,23;5.054,22
25/01/2012;-0,01%;0,01%;5.059,89;5.058,78;5.056,77
26/01/2012;-0,01%;0,01%;5.061,87;5.060,77;5.058,76
27/01/2012;-0,01%;0,01%;5.063,86;5.062,75;5.060,75
30/01/2012;-0,01%;0,01%;5.065,85;5.064,75;5.062,73
31/01/2012;-0,01%;0,01%;5.067,83;5.066,74;5.064,73
01/02/2012;-0,01%;0,01%;5.069,82;5.068,73;5.066,72
02/02/2012;-0,01%;0,01%;5.071,81;5.070,72;5.068,71
03/02/2012;-0,01%;0,01%;5.073,80;5.072,71;5.070,70
06/02/2012;-0,01%;0,01%;5.075,79;5.074,71;5.072,69
07/02/2012;-0,01%;0,01%;5.077,78;5.076,70;5.074,69
08/02/2012;-0,01%;0,01%;5.079,77;5.078,70;5.076,68
09/02/2012;-0,01%;0,01%;5.081,77;5.080,69;5.078,68
10/02/2012;-0,01%;0,01%;5.083,76;5.082,69;5.080,68
13/02/2012;-0,01%;0,01%;5.085,75;5.084,69;5.082,67
14/02/2012;-0,01%;0,01%;5.087,75;5.086,69;5.084,67
15/02/2012;-0,01%;0,01%;5.089,74;5.088,69;5.086,67
16/02/2012;-0,01%;0,01%;5.091,74;5.090,69;5.088,67
17/02/2012;-0,01%;0,01%;5.093,74;5.092,69;5.090,67
22/02/2012;-0,01%;0,01%;5.095,74;5.094,69;5.092,67
23/02/2012;-0,01%;0,01%;5.097,74;5.096,69;5.094,67
24/02/2012;-0,01%;0,01%;5.099,74;5.098,70;5.096,68
27/02/2012;-0,01%;0,01%;5.101,74;5.100,70;5.098,68
28/02/2012;-0,01%;0,01%;5.103,74;5.102,71;5.100,68
29/02/2012;-0,01%;0,01%;5.105,74;5.104,71;5.102,69
01/03/2012;-0,01%;0,01%;5.107,75;5.106,72;5.104,70
02/03/2012;-0,01%;0,01%;5.109,75;5.108,73;5.106,70
05/03/2012;-0,01%;0,01%;5.111,75;5.110,74;5.108,71
06/03/2012;-0,01%;0,01%;5.113,76;5.112,74;5.110,72
07/03/2012;-0,01%;0,01%;5.115,76;5.114,76;5.112,72
08/03/2012;-0,01%;0,01%;5.117,63;5.116,63;5.114,74
09/03/2012;-0,01%;0,01%;5.119,51;5.118,50;5.116,61
12/03/2012;-0,01%;0,00%;5.121,37;5.120,88;5.118,98
13/03/2012;-0,02%;-0,01%;5.123,74;5.123,24;5.121,35
14/03/2012;-0,02%;-0,01%;5.125,61;5.125,11;5.123,23
15/03/2012;-0,02%;-0,01%;5.127,48;5.126,99;5.125,09
16/03/2012;-0,02%;-0,01%;5.129,35;5.128,86;5.126,97
19/03/2012;-0,02%;-0,01%;5.131,22;5.130,73;5.128,84
20/03/2012;-0,02%;-0,01%;5.133,09;5.132,61;5.130,71
21/03/2012;-0,03%;-0,02%;5.135,45;5.134,97;5.133,08
22/03/2012;-0,03%;-0,02%;5.137,33;5.136,84;5.134,95
23/03/2012;-0,04%;-0,03%;5.139,68;5.139,20;5.137,31
26/03/2012;-0,04%;-0,03%;5.141,55;5.141,07;5.139,18
27/03/2012;-0,04%;-0,03%;5.143,43;5.142,94;5.141,06
28/03/2012;-0,04%;-0,03%;5.145,30;5.144,82;5.142,93
29/03/2012;-0,05%;-0,04%;5.147,65;5.147,17;5.145,28
30/03/2012;-0,05%;-0,04%;5.149,52;5.149,05;5.147,15
02/04/2012;-0,05%;-0,04%;5.151,39;5.150,92;5.149,03
03/04/2012;-0,06%;-0,05%;5.153,73;5.153,26;5.151,37
04/04/2012;-0,06%;-0,05%;5.155,61;5.155,14;5.153,25
05/04/2012;-0,06%;-0,05%;5.157,48;5.157,01;5.155,12
09/04/2012;-0,06%;-0,05%;5.159,35;5.158,89;5.156,99
10/04/2012;-0,06%;-0,05%;5.161,23;5.160,76;5.158,87
11/04/2012;-0,06%;-0,05%;5.163,11;5.162,64;5.160,75
12/04/2012;-0,06%;-0,05%;5.164,98;5.164,52;5.162,62
13/04/2012;-0,06%;-0,05%;5.166,86;5.166,40;5.164,50
16/04/2012;-0,06%;-0,05%;5.168,73;5.168,28;5.166,38
17/04/2012;-0,06%;-0,05%;5.170,61;5.170,15;5.168,26
18/04/2012;-0,07%;-0,06%;5.172,94;5.172,49;5.170,59
19/04/2012;-0,07%;-0,06%;5.174,67;5.174,22;5.172,47
20/04/2012;-0,07%;-0,06%;5.176,41;5.175,97;5.174,21
23/04/2012;-0,07%;-0,06%;5.178,15;5.177,70;5.175,95
24/04/2012;-0,07%;-0,06%;5.179,89;5.179,44;5.177,68
25/04/2012;-0,07%;-0,06%;5.181,63;5.181,19;5.179,42
26/04/2012;-0,07%;-0,06%;5.183,36;5.182,92;5.181,17
27/04/2012;-0,07%;-0,06%;5.185,11;5.184,67;5.182,90
30/04/2012;-0,07%;-0,06%;5.186,85;5.186,41;5.184,65
