Vencimento;01/03/2021;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
04/01/2016;0,00%;0,04%;7.411,83;7.396,66;7.392,73
05/01/2016;0,00%;0,04%;7.415,72;7.400,55;7.396,63
06/01/2016;0,00%;0,04%;7.419,62;7.404,45;7.400,52
07/01/2016;0,00%;0,04%;7.423,51;7.408,36;7.404,43
08/01/2016;0,00%;0,04%;7.427,41;7.412,26;7.408,33
11/01/2016;0,00%;0,04%;7.431,32;7.416,16;7.412,23
12/01/2016;0,00%;0,04%;7.435,22;7.420,07;7.416,14
13/01/2016;0,00%;0,04%;7.439,13;7.423,98;7.420,04
14/01/2016;0,00%;0,04%;7.443,03;7.427,89;7.423,95
15/01/2016;0,00%;0,04%;7.446,94;7.431,80;7.427,86
18/01/2016;0,00%;0,04%;7.450,86;7.435,72;7.431,78
19/01/2016;0,00%;0,04%;7.454,77;7.439,64;7.435,70
20/01/2016;0,00%;0,04%;7.458,69;7.443,56;7.439,61
21/01/2016;0,00%;0,04%;7.462,60;7.447,48;7.443,53
22/01/2016;0,00%;0,04%;7.470,47;7.455,36;7.447,45
25/01/2016;0,00%;0,04%;7.470,45;7.455,33;7.451,38
26/01/2016;0,00%;0,04%;7.474,37;7.459,26;7.455,31
27/01/2016;0,00%;0,04%;7.478,30;7.463,19;7.459,23
28/01/2016;0,00%;0,04%;7.482,23;7.467,12;7.463,16
29/01/2016;0,00%;0,04%;7.486,16;7.471,06;7.467,09
01/02/2016;0,00%;0,04%;7.490,09;7.474,99;7.471,03
02/02/2016;0,00%;0,04%;7.494,02;7.478,93;7.474,96
03/02/2016;0,00%;0,04%;7.497,96;7.482,87;7.478,90
04/02/2016;0,00%;0,04%;7.501,90;7.486,81;7.482,85
05/02/2016;0,00%;0,04%;7.505,84;7.490,76;7.486,79
10/02/2016;0,00%;0,04%;7.509,78;7.494,70;7.490,73
11/02/2016;0,00%;0,04%;7.513,73;7.498,65;7.494,68
12/02/2016;0,00%;0,04%;7.517,67;7.502,61;7.498,63
15/02/2016;0,00%;0,04%;7.521,62;7.506,56;7.502,58
16/02/2016;0,00%;0,04%;7.525,57;7.510,52;7.506,53
17/02/2016;0,00%;0,04%;7.529,53;7.514,47;7.510,49
18/02/2016;0,00%;0,04%;7.533,48;7.518,43;7.514,44
19/02/2016;0,00%;0,04%;7.537,44;7.522,39;7.518,40
22/02/2016;0,00%;0,04%;7.541,40;7.526,35;7.522,36
