Vencimento;07/03/2012;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Base 9:00
04/01/2010;0,00%;0,03%;4.100,24;4.097,58;4.096,21
05/01/2010;0,00%;0,03%;4.101,59;4.098,93;4.097,56
06/01/2010;0,00%;0,03%;4.102,94;4.100,28;4.098,92
07/01/2010;0,00%;0,03%;4.104,29;4.101,64;4.100,27
08/01/2010;0,00%;0,03%;4.105,64;4.103,00;4.101,62
11/01/2010;0,00%;0,03%;4.107,00;4.104,35;4.102,98
12/01/2010;0,00%;0,03%;4.108,35;4.105,71;4.104,34
13/01/2010;0,00%;0,03%;4.109,70;4.107,06;4.105,69
14/01/2010;0,00%;0,03%;4.111,06;4.108,42;4.107,05
15/01/2010;0,00%;0,03%;4.112,41;4.109,78;4.108,40
18/01/2010;0,00%;0,03%;4.113,76;4.111,14;4.109,77
19/01/2010;0,00%;0,03%;4.115,12;4.112,50;4.111,12
20/01/2010;0,00%;0,03%;4.116,47;4.113,85;4.112,48
21/01/2010;0,00%;0,03%;4.117,83;4.115,21;4.113,84
22/01/2010;0,00%;0,03%;4.119,18;4.116,57;4.115,20
25/01/2010;0,00%;0,03%;4.120,54;4.117,94;4.116,56
26/01/2010;0,00%;0,03%;4.121,90;4.119,30;4.117,92
27/01/2010;0,00%;0,03%;4.123,25;4.120,65;4.119,28
28/01/2010;0,00%;0,03%;4.124,61;4.122,02;4.120,64
29/01/2010;0,00%;0,03%;4.125,97;4.123,38;4.122,00
01/02/2010;0,00%;0,03%;4.127,33;4.124,74;4.123,36
02/02/2010;0,00%;0,03%;4.128,69;4.126,11;4.124,73
03/02/2010;0,00%;0,03%;4.130,05;4.127,47;4.126,09
04/02/2010;0,00%;0,03%;4.131,41;4.128,83;4.127,45
05/02/2010;0,00%;0,03%;4.132,77;4.130,19;4.128,82
08/02/2010;0,00%;0,03%;4.134,13;4.131,56;4.130,18
09/02/2010;0,00%;0,03%;4.135,49;4.132,93;4.131,55
10/02/2010;0,00%;0,03%;4.136,85;4.134,29;4.132,91
11/02/2010;0,00%;0,03%;4.138,21;4.135,66;4.134,28
12/02/2010;0,00%;0,03%;4.139,57;4.137,02;4.135,64
17/02/2010;0,00%;0,03%;4.140,94;4.138,39;4.137,01
18/02/2010;0,00%;0,03%;4.142,30;4.139,76;4.138,38
19/02/2010;0,00%;0,03%;4.143,66;4.141,13;4.139,75
22/02/2010;0,00%;0,03%;4.145,03;4.142,50;4.141,11
23/02/2010;0,00%;0,03%;4.146,39;4.143,86;4.142,48
24/02/2010;0,00%;0,03%;4.147,76;4.145,23;4.143,85
25/02/2010;0,00%;0,03%;4.149,12;4.146,61;4.145,22
26/02/2010;0,00%;0,03%;4.150,49;4.147,98;4.146,59
01/03/2010;0,00%;0,03%;4.151,86;4.149,35;4.147,96
02/03/2010;0,00%;0,03%;4.153,22;4.150,72;4.149,33
03/03/2010;0,00%;0,03%;4.154,59;4.152,09;4.150,70
04/03/2010;0,00%;0,03%;4.155,96;4.153,46;4.152,07
05/03/2010;0,00%;0,03%;4.157,33;4.154,83;4.153,45
08/03/2010;0,00%;0,02%;4.158,70;4.157,03;4.155,65
09/03/2010;0,00%;0,02%;4.160,07;4.158,41;4.157,02
10/03/2010;0,00%;0,02%;4.161,44;4.159,78;4.158,39
11/03/2010;0,00%;0,02%;4.162,81;4.161,15;4.159,77
12/03/2010;0,00%;0,02%;4.164,18;4.162,53;4.161,14
15/03/2010;0,00%;0,02%;4.165,55;4.163,90;4.162,51
16/03/2010;0,00%;0,02%;4.166,92;4.165,27;4.163,88
17/03/2010;0,00%;0,02%;4.168,29;4.166,65;4.165,26
18/03/2010;0,00%;0,02%;4.169,66;4.168,03;4.166,63
19/03/2010;0,00%;0,02%;4.171,04;4.169,40;4.168,01
22/03/2010;0,00%;0,02%;4.172,41;4.170,78;4.169,39
23/03/2010;0,00%;0,02%;4.173,78;4.172,15;4170,76
24/03/2010;0,00%;0,02%;4.175,16;4.173,53;4172,14
25/03/2010;0,00%;0,02%;4.176,53;4.174,91;4173,52
26/03/2010;0,00%;0,02%;4.177,91;4.176,29;4174,89
29/03/2010;0,00%;0,02%;4.179,28;4.177,66;4176,27
30/03/2010;0,00%;0,02%;4.180,66;4.179,04;4177,65
31/03/2010;0,00%;0,02%;4.182,04;4.180,42;4179,03
01/04/2010;0,00%;0,02%;4.183,41;4.181,80;4180,41
05/04/2010;0,00%;0,02%;4.184,79;4.183,18;4181,79
06/04/2010;0,00%;0,02%;4.186,17;4.184,56;4183,17
07/04/2010;0,00%;0,02%;4.187,55;4.185,94;4184,55
08/04/2010;0,00%;0,02%;4.188,93;4.187,33;4185,93
09/04/2010;0,00%;0,02%;4.190,31;4.188,71;4187,31
12/04/2010;0,00%;0,02%;4.191,69;4.190,09;4188,69
