Vencimento;16/02/2005;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00
02/01/2002;;;;
03/01/2002;;;;
04/01/2002;;;;
07/01/2002;0,28%;0,32%;1.258,22;1.256,66
08/01/2002;0,28%;0,32%;1.259,11;1.257,55
09/01/2002;0,28%;0,32%;1.259,99;1.258,44
10/01/2002;0,28%;0,32%;1.260,88;1.259,32
11/01/2002;0,28%;0,32%;1.261,77;1.260,21
14/01/2002;0,28%;0,32%;1.262,65;1.261,10
15/01/2002;0,28%;0,32%;1.263,54;1.261,99
16/01/2002;0,28%;0,32%;1.264,43;1.262,88
17/01/2002;0,28%;0,32%;1.265,32;1.263,77
18/01/2002;0,28%;0,32%;1.266,21;1.264,66
21/01/2002;0,28%;0,32%;1.267,10;1.265,55
22/01/2002;0,28%;0,32%;1.267,99;1.266,44
23/01/2002;0,28%;0,32%;1.268,88;1.267,33
24/01/2002;0,28%;0,32%;1.269,78;1.268,23
25/01/2002;0,28%;0,32%;1.270,67;1.269,12
28/01/2002;0,28%;0,32%;1.271,56;1.270,02
29/01/2002;0,28%;0,32%;1.272,46;1.270,91
30/01/2002;0,28%;0,32%;1.273,35;1.271,81
31/01/2002;0,28%;0,32%;1.274,25;1.272,70
01/02/2002;0,28%;0,32%;1.275,14;1.273,60
04/02/2002;0,28%;0,32%;1.276,04;1.274,50
05/02/2002;0,28%;0,32%;1.276,94;1.275,40
06/02/2002;0,28%;0,32%;1.277,84;1.276,30
07/02/2002;0,29%;0,33%;1.278,35;1.276,81
08/02/2002;0,31%;0,35%;1.278,48;1.276,94
13/02/2002;0,31%;0,35%;1.279,38;1.277,84
14/02/2002;0,32%;0,36%;1.279,90;1.278,37
15/02/2002;0,32%;0,36%;1.280,80;1.279,27
18/02/2002;0,33%;0,37%;1.281,32;1.279,79
19/02/2002;0,32%;0,36%;1.282,61;1.281,08
20/02/2002;0,35%;0,39%;1.282,36;1.280,84
21/02/2002;0,36%;0,40%;1.282,88;1.281,35
22/02/2002;0,37%;0,41%;1.283,39;1.281,86
25/02/2002;0,37%;0,41%;1.284,29;1.282,76
26/02/2002;0,37%;0,41%;1.285,18;1.283,66
27/02/2002;0,37%;0,41%;1.286,08;1.284,56
28/02/2002;0,37%;0,41%;1.286,98;1.285,46
01/03/2002;0,37%;0,41%;1.287,88;1.286,36
04/03/2002;0,38%;0,42%;1.288,40;1.286,88
05/03/2002;0,38%;0,42%;1.289,30;1.287,78
06/03/2002;0,39%;0,43%;1.289,82;1.288,30
07/03/2002;0,39%;0,43%;1.290,72;1.289,21
08/03/2002;0,39%;0,43%;1.291,62;1.290,11
11/03/2002;0,39%;0,43%;1.292,53;1.291,01
12/03/2002;0,39%;0,43%;1.293,43;1.291,92
13/03/2002;0,38%;0,42%;1.294,71;1.293,20
14/03/2002;0,38%;0,42%;1.295,62;1.294,11
15/03/2002;0,37%;0,41%;1.296,90;1.295,39
18/03/2002;0,38%;0,42%;1.297,43;1.295,92
19/03/2002;0,38%;0,42%;1.298,34;1.296,83
20/03/2002;0,38%;0,42%;1.299,24;1.297,74
21/03/2002;0,37%;0,41%;1.300,52;1.299,01
22/03/2002;0,37%;0,41%;1.301,42;1.299,91
25/03/2002;0,36%;0,40%;1.302,69;1.301,19
26/03/2002;0,37%;0,41%;1.303,21;1.301,71
27/03/2002;0,36%;0,40%;1.304,49;1.302,99
28/03/2002;0,36%;0,40%;1.305,39;1.303,89
01/04/2002;0,36%;0,40%;1.306,29;1.304,79
02/04/2002;0,38%;0,42%;1.306,43;1.304,93
03/04/2002;0,38%;0,42%;1.307,33;1.305,83
04/04/2002;0,40%;0,44%;1.307,48;1.305,98
05/04/2002;0,42%;0,46%;1.307,63;1.306,13
08/04/2002;0,42%;0,46%;1.308,53;1.307,03
09/04/2002;0,44%;0,48%;1.308,68;1.307,19
10/04/2002;0,43%;0,47%;1.309,95;1.308,46
11/04/2002;0,43%;0,47%;1.310,85;1.309,36
12/04/2002;0,43%;0,47%;1.311,75;1.310,27
15/04/2002;0,60%;0,64%;1.306,35;1.304,88
16/04/2002;0,60%;0,64%;1.307,26;1.305,79
17/04/2002;0,60%;0,64%;1.308,17;1.306,69
18/04/2002;0,59%;0,63%;1.309,44;1.307,97
19/04/2002;0,59%;0,63%;1.310,35;1.308,88
22/04/2002;0,58%;0,62%;1.311,63;1.310,16
23/04/2002;0,59%;0,63%;1.312,17;1.310,70
24/04/2002;0,59%;0,63%;1.313,08;1.311,61
25/04/2002;0,59%;0,63%;1.313,99;1.312,52
26/04/2002;0,59%;0,63%;1.314,90;1.313,43
29/04/2002;0,60%;0,64%;1.315,44;1.313,97
30/04/2002;0,63%;0,67%;1.315,25;1.313,79
02/05/2002;0,67%;0,71%;1.314,69;1.313,23
03/05/2002;0,69%;0,73%;1.314,87;1.313,42
06/05/2002;0,75%;0,79%;1.313,61;1.312,15
07/05/2002;0,74%;0,78%;1.314,89;1.313,43
08/05/2002;0,67%;0,71%;1.318,35;1.316,89
09/05/2002;0,71%;0,75%;1.317,80;1.316,35
10/05/2002;0,71%;0,75%;1.318,72;1.317,27
13/05/2002;0,72%;0,76%;1.319,28;1.317,83
14/05/2002;0,86%;0,90%;1.315,14;1.313,70
15/05/2002;0,94%;0,98%;1.313,19;1.311,75
16/05/2002;0,94%;0,98%;1.315,00;1.313,56
17/05/2002;0,93%;0,97%;1.315,41;1.313,97
20/05/2002;0,94%;0,98%;1.315,98;1.314,55
21/05/2002;0,94%;0,98%;1.316,91;1.315,48
22/05/2002;0,94%;0,98%;1.317,84;1.316,41
23/05/2002;0,94%;0,98%;1.318,77;1.317,34
24/05/2002;0,96%;1,00%;1.318,99;1.317,57
27/05/2002;1,03%;1,07%;1.317,43;1.316,01
28/05/2002;1,10%;1,14%;1.315,88;1.314,46
29/05/2002;1,10%;1,14%;1.316,82;1.315,41
31/05/2002;1,41%;1,45%;1.306,84;1.305,44
03/06/2002;1,41%;1,45%;1.307,78;1.306,38
04/06/2002;1,45%;1,49%;1.307,28;1.305,88
05/06/2002;1,56%;1,60%;1.304,29;1.302,90
06/06/2002;1,50%;1,54%;1.307,26;1.305,87
07/06/2002;1,49%;1,53%;1.308,55;1.307,16
10/06/2002;1,47%;1,51%;1.310,19;1.308,80
11/06/2002;1,47%;1,51%;1.311,14;1.309,75
12/06/2002;1,48%;1,52%;1.311,74;1.310,36
13/06/2002;1,56%;1,60%;1.309,92;1.308,54
14/06/2002;1,60%;1,64%;1.309,50;1.308,12
