Vencimento;07/03/2014;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2013;-0,01%;0,01%;5.451,24;5.449,96;5.448,45
03/01/2013;-0,01%;0,01%;5.452,73;5.451,45;5.449,93
04/01/2013;0,00%;0,02%;5.453,58;5.452,30;5.450,78
07/01/2013;0,00%;0,02%;5.455,06;5.453,79;5.452,27
08/01/2013;0,00%;0,02%;5.456,55;5.455,28;5.453,76
09/01/2013;0,00%;0,02%;5.458,04;5.456,78;5.455,26
10/01/2013;-0,01%;0,01%;5.460,15;5.458,89;5.457,38
11/01/2013;-0,01%;0,01%;5.461,64;5.460,38;5.458,86
14/01/2013;-0,01%;0,01%;5.463,12;5.461,87;5.460,36
15/01/2013;-0,01%;0,01%;5.464,61;5.463,37;5.461,85
16/01/2013;-0,01%;0,01%;5.466,10;5.464,86;5.463,34
17/01/2013;-0,01%;0,01%;5.467,59;5.466,35;5.464,83
18/01/2013;-0,01%;0,01%;5.469,07;5.467,84;5.466,32
21/01/2013;-0,01%;0,01%;5.470,56;5.469,33;5.467,81
22/01/2013;-0,01%;0,01%;5.472,05;5.470,83;5.469,30
23/01/2013;-0,01%;0,01%;5.473,54;5.472,32;5.470,80
24/01/2013;-0,01%;0,01%;5.476,55;5.475,34;5.472,29
28/01/2013;-0,01%;0,01%;5.478,01;5.476,80;5.475,28
29/01/2013;-0,01%;0,01%;5.479,50;5.478,30;5.476,77
30/01/2013;-0,01%;0,01%;5.480,99;5.479,79;5.478,27
31/01/2013;-0,01%;0,01%;5.482,49;5.481,29;5.479,77
01/02/2013;-0,01%;0,01%;5.483,98;5.482,79;5.481,26
04/02/2013;-0,01%;0,01%;5.485,47;5.484,28;5.482,76
05/02/2013;-0,01%;0,01%;5.486,96;5.485,78;5.484,25
06/02/2013;-0,01%;0,01%;5.488,46;5.487,28;5.485,75
07/02/2013;-0,01%;0,01%;5.489,95;5.488,77;5.487,25
08/02/2013;-0,01%;0,01%;5.491,45;5.490,28;5.488,75
13/02/2013;-0,01%;0,01%;5.492,94;5.491,77;5.490,25
14/02/2013;-0,01%;0,01%;5.494,43;5.493,28;5.491,74
15/02/2013;-0,01%;0,01%;5.495,93;5.494,77;5.493,25
18/02/2013;-0,01%;0,01%;5.497,43;5.496,27;5.494,74
19/02/2013;-0,01%;0,01%;5.498,92;5.497,77;5.496,24
20/02/2013;-0,01%;0,01%;5.500,42;5.499,27;5.497,75
21/02/2013;-0,01%;0,01%;5.501,92;5.500,78;5.499,24
22/02/2013;-0,01%;0,01%;5.503,42;5.502,28;5.500,75
25/02/2013;-0,01%;0,01%;5.504,92;5.503,78;5.502,25
26/02/2013;-0,01%;0,01%;5.506,41;5.505,28;5.503,75
27/02/2013;-0,01%;0,01%;5.507,93;5.506,80;5.505,27
28/02/2013;-0,01%;0,01%;5.509,44;5.508,32;5.506,79
