Vencimento;21/01/2004;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00
02/01/2002;;;;
03/01/2002;;;;
04/01/2002;;;;
07/01/2002;0,24%;0,26%;1.263,01;1.262,50
08/01/2002;0,24%;0,26%;1.263,90;1.263,39
09/01/2002;0,24%;0,26%;1.264,79;1.264,27
10/01/2002;0,24%;0,26%;1.265,67;1.265,16
11/01/2002;0,23%;0,25%;1.266,82;1.266,31
14/01/2002;0,23%;0,25%;1.267,71;1.267,20
15/01/2002;0,23%;0,25%;1.268,60;1.268,09
16/01/2002;0,23%;0,25%;1.269,49;1.268,98
17/01/2002;0,24%;0,26%;1.270,12;1.269,61
18/01/2002;0,24%;0,26%;1.271,01;1.270,50
21/01/2002;0,24%;0,26%;1.271,90;1.271,40
22/01/2002;0,24%;0,26%;1.272,80;1.272,29
23/01/2002;0,24%;0,26%;1.273,69;1.273,18
24/01/2002;0,24%;0,26%;1.274,58;1.274,08
25/01/2002;0,24%;0,26%;1.275,48;1.274,97
28/01/2002;0,24%;0,26%;1.276,37;1.275,87
29/01/2002;0,24%;0,26%;1.277,27;1.276,76
30/01/2002;0,24%;0,26%;1.278,17;1.277,66
31/01/2002;0,24%;0,26%;1.279,06;1.278,56
01/02/2002;0,24%;0,26%;1.279,96;1.279,46
04/02/2002;0,24%;0,26%;1.280,86;1.280,36
05/02/2002;0,24%;0,26%;1.281,76;1.281,26
06/02/2002;0,24%;0,26%;1.282,66;1.282,16
07/02/2002;0,24%;0,26%;1.283,56;1.283,06
08/02/2002;0,25%;0,27%;1.284,21;1.283,71
13/02/2002;0,30%;0,32%;1.283,86;1.283,37
14/02/2002;0,30%;0,32%;1.284,77;1.284,27
15/02/2002;0,31%;0,33%;1.285,42;1.284,93
18/02/2002;0,31%;0,33%;1.286,33;1.285,83
19/02/2002;0,32%;0,34%;1.286,99;1.286,49
20/02/2002;0,35%;0,37%;1.287,16;1.286,66
21/02/2002;0,35%;0,37%;1.288,05;1.287,56
22/02/2002;0,36%;0,38%;1.288,71;1.288,21
25/02/2002;0,36%;0,38%;1.289,61;1.289,11
26/02/2002;0,36%;0,38%;1.290,51;1.290,01
27/02/2002;0,36%;0,38%;1.291,41;1.290,92
28/02/2002;0,36%;0,38%;1.292,31;1.291,82
01/03/2002;0,36%;0,38%;1.293,21;1.292,72
04/03/2002;0,35%;0,37%;1.294,36;1.293,87
05/03/2002;0,34%;0,36%;1.295,50;1.295,02
06/03/2002;0,36%;0,38%;1.295,92;1.295,43
07/03/2002;0,37%;0,39%;1.296,58;1.296,10
08/03/2002;0,38%;0,40%;1.297,25;1.296,76
11/03/2002;0,38%;0,40%;1.298,15;1.297,67
12/03/2002;0,38%;0,40%;1.299,06;1.298,58
13/03/2002;0,37%;0,39%;1.300,21;1.299,73
14/03/2002;0,36%;0,38%;1.301,36;1.300,88
15/03/2002;0,36%;0,38%;1.302,27;1.301,78
18/03/2002;0,35%;0,37%;1.303,42;1.302,94
19/03/2002;0,34%;0,36%;1.304,57;1.304,08
20/03/2002;0,35%;0,37%;1.305,24;1.304,76
21/03/2002;0,35%;0,37%;1.306,13;1.305,66
22/03/2002;0,35%;0,37%;1.307,04;1.306,56
25/03/2002;0,34%;0,36%;1.308,17;1.307,70
26/03/2002;0,34%;0,36%;1.309,08;1.308,60
27/03/2002;0,34%;0,36%;1.309,98;1.309,50
28/03/2002;0,34%;0,36%;1.310,88;1.310,41
01/04/2002;0,35%;0,37%;1.311,54;1.311,07
02/04/2002;0,36%;0,38%;1.312,21;1.311,73
03/04/2002;0,37%;0,39%;1.312,87;1.312,40
04/04/2002;0,38%;0,40%;1.313,53;1.313,06
05/04/2002;0,39%;0,41%;1.314,20;1.313,73
08/04/2002;0,40%;0,42%;1.314,86;1.314,39
09/04/2002;0,41%;0,43%;1.315,53;1.315,06
10/04/2002;0,35%;0,37%;1.317,84;1.317,37
11/04/2002;0,35%;0,37%;1.318,75;1.318,28
12/04/2002;0,33%;0,35%;1.320,12;1.319,65
15/04/2002;0,33%;0,35%;1.321,02;1.320,55
16/04/2002;0,32%;0,34%;1.322,15;1.321,69
17/04/2002;0,32%;0,34%;1.323,06;1.322,59
18/04/2002;0,32%;0,34%;1.323,96;1.323,50
19/04/2002;0,32%;0,34%;1.324,87;1.324,40
22/04/2002;0,32%;0,34%;1.325,77;1.325,31
23/04/2002;0,32%;0,34%;1.326,68;1.326,21
24/04/2002;0,32%;0,34%;1.327,58;1.327,12
25/04/2002;0,39%;0,41%;1.326,87;1.326,41
26/04/2002;0,45%;0,47%;1.326,39;1.325,93
29/04/2002;0,51%;0,53%;1.325,93;1.325,47
30/04/2002;0,64%;0,66%;1.323,87;1.323,41
02/05/2002;0,67%;0,69%;1.324,09;1.323,64
03/05/2002;0,69%;0,71%;1.324,56;1.324,11
06/05/2002;0,70%;0,72%;1.325,26;1.324,80
07/05/2002;0,71%;0,73%;1.325,95;1.325,50
08/05/2002;0,60%;0,62%;1.329,36;1.328,91
09/05/2002;0,70%;0,72%;1.328,02;1.327,57
10/05/2002;0,69%;0,71%;1.329,17;1.328,72
13/05/2002;0,68%;0,70%;1.330,32;1.329,87
14/05/2002;0,68%;0,70%;1.331,25;1.330,80
15/05/2002;0,92%;0,94%;1.326,81;1.326,37
16/05/2002;0,91%;0,93%;1.328,87;1.328,42
17/05/2002;0,92%;0,94%;1.328,69;1.328,25
20/05/2002;0,91%;0,93%;1.329,85;1.329,41
21/05/2002;0,91%;0,93%;1.330,79;1.330,35
22/05/2002;0,91%;0,93%;1.331,73;1.331,29
23/05/2002;0,91%;0,93%;1.332,67;1.332,23
24/05/2002;0,92%;0,94%;1.333,39;1.332,95
27/05/2002;0,91%;0,93%;1.334,56;1.334,12
28/05/2002;0,92%;0,94%;1.335,28;1.334,84
29/05/2002;1,04%;1,06%;1.333,60;1.333,16
31/05/2002;1,26%;1,28%;1.329,76;1.329,33
03/06/2002;1,33%;1,35%;1.329,20;1.328,76
04/06/2002;1,46%;1,48%;1.327,31;1.326,88
05/06/2002;1,50%;1,52%;1.327,31;1.326,88
06/06/2002;1,40%;1,42%;1.330,35;1.329,92
07/06/2002;1,40%;1,42%;1.331,30;1.330,87
10/06/2002;1,42%;1,44%;1.331,83;1.331,40
11/06/2002;1,42%;1,44%;1.332,79;1.332,36
12/06/2002;1,43%;1,45%;1.333,54;1.333,12
13/06/2002;1,53%;1,55%;1.332,38;1.331,96
14/06/2002;1,51%;1,53%;1.333,78;1.333,35
