Vencimento;01/03/2023;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2019;0,01%;0,05%;9.881,25;9.864,88;9.862,39
03/01/2019;0,01%;0,05%;9.883,68;9.867,33;9.864,84
04/01/2019;0,01%;0,05%;9.886,12;9.869,77;9.867,29
07/01/2019;0,01%;0,05%;9.888,56;9.872,22;9.869,74
08/01/2019;0,01%;0,05%;9.891,00;9.874,67;9.872,19
09/01/2019;0,01%;0,05%;9.893,44;9.877,13;9.874,64
10/01/2019;0,01%;0,05%;9.895,87;9.879,58;9.877,09
11/01/2019;0,01%;0,05%;9.898,32;9.882,03;9.879,54
14/01/2019;0,01%;0,05%;9.900,76;9.884,48;9.881,99
15/01/2019;0,01%;0,05%;9.903,19;9.886,94;9.884,45
16/01/2019;0,01%;0,05%;9.905,64;9.889,39;9.886,90
17/01/2019;0,01%;0,05%;9.908,08;9.891,84;9.889,35
18/01/2019;0,01%;0,05%;9.910,53;9.894,30;9.891,81
21/01/2019;0,01%;0,05%;9.912,97;9.896,75;9.894,26
22/01/2019;0,01%;0,05%;9.915,41;9.899,20;9.896,71
23/01/2019;0,01%;0,05%;9.917,86;9.901,66;9.899,16
24/01/2019;0,01%;0,05%;9.922,79;9.906,61;9.901,62
25/01/2019;0,01%;0,05%;9.922,76;9.906,57;9.904,08
28/01/2019;0,01%;0,05%;9.925,20;9.909,03;9.906,54
29/01/2019;0,01%;0,05%;9.927,64;9.911,49;9.909,00
30/01/2019;0,01%;0,05%;9.930,10;9.913,95;9.911,46
31/01/2019;0,01%;0,05%;9.932,54;9.916,41;9.913,92
01/02/2019;0,01%;0,05%;9.935,00;9.918,87;9.916,38
04/02/2019;0,01%;0,05%;9.937,44;9.921,34;9.918,84
05/02/2019;0,01%;0,05%;9.939,89;9.923,80;9.921,30
06/02/2019;0,01%;0,05%;9.942,35;9.926,26;9.923,76
07/02/2019;0,01%;0,05%;9.944,79;9.928,73;9.926,23
08/02/2019;0,01%;0,05%;9.947,25;9.931,19;9.928,69
11/02/2019;0,01%;0,05%;9.949,70;9.933,66;9.931,15
12/02/2019;0,01%;0,05%;9.952,15;9.936,12;9.933,62
13/02/2019;0,01%;0,05%;9.954,61;9.938,59;9.936,08
14/02/2019;0,01%;0,05%;9.957,06;9.941,05;9.938,55
15/02/2019;0,01%;0,05%;9.959,52;9.943,52;9.941,02
18/02/2019;0,01%;0,05%;9.961,98;9.945,99;9.943,48
19/02/2019;0,01%;0,05%;9.964,43;9.948,46;9.945,95
20/02/2019;0,01%;0,05%;9.966,89;9.950,93;9.948,42
21/02/2019;0,01%;0,05%;9.969,34;9.953,40;9.950,89
22/02/2019;0,01%;0,05%;9.971,81;9.955,87;9.953,36
25/02/2019;0,01%;0,05%;9.974,26;9.958,34;9.955,83
26/02/2019;0,01%;0,05%;9.976,72;9.960,81;9.958,30
27/02/2019;0,01%;0,05%;9.979,19;9.963,28;9.960,77
28/02/2019;0,01%;0,05%;9.981,64;9.965,76;9.963,25
01/03/2019;0,01%;0,05%;9.984,11;9.968,23;9.965,72
06/03/2019;0,01%;0,05%;9.986,57;9.970,70;9.968,19
07/03/2019;0,01%;0,05%;9.989,03;9.973,18;9.970,67
08/03/2019;0,01%;0,05%;9.991,50;9.975,65;9.973,14
11/03/2019;0,01%;0,05%;9.993,96;9.978,13;9.975,62
12/03/2019;0,01%;0,05%;9.996,43;9.980,61;9.978,09
13/03/2019;0,01%;0,05%;9.998,89;9.983,08;9.980,57
14/03/2019;0,01%;0,05%;10.001,35;9.985,56;9.983,05
15/03/2019;0,01%;0,05%;10.003,82;9.988,04;9.985,52
18/03/2019;0,01%;0,05%;10.006,29;9.990,52;9.988,00
19/03/2019;0,01%;0,05%;10.008,76;9.993,00;9.990,48
20/03/2019;0,01%;0,05%;10.011,22;9.995,48;9.992,96
21/03/2019;0,01%;0,05%;10.013,69;9.997,96;9.995,44
