Vencimento;07/03/2012;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2012;0,00%;0,01%;5.024,60;5.024,51;5.022,43
03/01/2012;0,00%;0,01%;5.026,66;5.026,57;5.024,49
04/01/2012;0,00%;0,01%;5.028,73;5.028,64;5.026,55
05/01/2012;0,00%;0,01%;5.030,79;5.030,70;5.028,62
06/01/2012;0,00%;0,01%;5.032,86;5.032,78;5.030,69
09/01/2012;0,00%;0,01%;5.034,92;5.034,84;5.032,76
10/01/2012;0,00%;0,01%;5.036,99;5.036,91;5.034,82
11/01/2012;0,00%;0,01%;5.039,06;5.038,98;5.036,89
12/01/2012;0,00%;0,01%;5.041,13;5.041,05;5.038,97
13/01/2012;0,00%;0,01%;5.043,20;5.043,13;5.041,03
16/01/2012;0,00%;0,01%;5.045,27;5.045,20;5.043,11
17/01/2012;0,00%;0,01%;5.047,34;5.047,27;5.045,18
18/01/2012;0,00%;0,01%;5.049,41;5.049,35;5.047,25
19/01/2012;0,00%;0,01%;5.051,40;5.051,33;5.049,33
20/01/2012;0,00%;0,01%;5.053,38;5.053,32;5.051,31
23/01/2012;0,00%;0,01%;5.055,36;5.055,30;5.053,30
24/01/2012;0,00%;0,01%;5.057,35;5.057,29;5.055,29
25/01/2012;0,00%;0,01%;5.059,34;5.059,28;5.057,27
26/01/2012;0,00%;0,01%;5.061,32;5.061,27;5.059,26
27/01/2012;-0,01%;0,00%;5.063,36;5.063,31;5.061,30
30/01/2012;-0,01%;0,00%;5.065,34;5.065,30;5.063,29
31/01/2012;-0,01%;0,00%;5.067,33;5.067,29;5.065,28
01/02/2012;-0,01%;0,00%;5.069,32;5.069,28;5.067,27
02/02/2012;-0,01%;0,00%;5.071,31;5.071,27;5.069,26
03/02/2012;-0,01%;0,00%;5.073,29;5.073,26;5.071,25
06/02/2012;-0,01%;0,00%;5.075,29;5.075,25;5.073,24
07/02/2012;-0,01%;0,00%;5.077,28;5.077,24;5.075,23
08/02/2012;-0,01%;0,00%;5.079,27;5.079,24;5.077,23
09/02/2012;-0,01%;0,00%;5.081,26;5.081,23;5.079,22
10/02/2012;-0,01%;0,00%;5.083,25;5.083,23;5.081,22
13/02/2012;-0,01%;0,00%;5.085,25;5.085,22;5.083,21
14/02/2012;-0,01%;0,00%;5.087,25;5.087,22;5.085,21
15/02/2012;-0,01%;0,00%;5.089,24;5.089,22;5.087,20
16/02/2012;-0,01%;0,00%;5.091,24;5.091,22;5.089,20
17/02/2012;-0,01%;0,00%;5.093,23;5.093,22;5.091,20
22/02/2012;-0,01%;0,00%;5.095,23;5.095,22;5.093,20
23/02/2012;-0,01%;0,00%;5.097,23;5.097,22;5.095,20
24/02/2012;-0,01%;0,00%;5.099,23;5.099,22;5.097,20
27/02/2012;-0,01%;0,00%;5.101,23;5.101,22;5.099,20
28/02/2012;-0,01%;0,00%;5.103,23;5.103,23;5.101,20
29/02/2012;-0,01%;0,00%;5.105,23;5.105,23;5.103,21
01/03/2012;-0,01%;0,00%;5.107,24;5.107,23;5.105,21
02/03/2012;-0,01%;0,00%;5.109,24;5.109,24;5.107,22
05/03/2012;-0,01%;0,00%;5.111,25;5.111,25;5.109,22
06/03/2012;-0,01%;0,00%;5.113,25;5.113,25;5.111,23
