Vencimento;01/01/2011;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Base 9:00
04/01/2010;10,51%;10,55%;905,61;905,28;904,92
05/01/2010;10,46%;10,50%;906,37;906,05;905,69
06/01/2010;10,42%;10,46%;907,05;906,73;906,37
07/01/2010;10,33%;10,37%;908,14;907,81;907,46
08/01/2010;10,32%;10,36%;908,57;908,25;907,89
11/01/2010;10,30%;10,34%;909,09;908,77;908,41
12/01/2010;10,33%;10,37%;909,20;908,88;908,52
13/01/2010;10,36%;10,40%;909,32;909,00;908,64
14/01/2010;10,29%;10,33%;910,23;909,91;909,55
15/01/2010;10,31%;10,35%;910,42;910,11;909,75
18/01/2010;10,25%;10,29%;911,25;910,93;910,58
19/01/2010;10,26%;10,30%;911,52;911,21;910,86
20/01/2010;10,33%;10,37%;911,33;911,02;910,66
21/01/2010;10,33%;10,37%;911,69;911,38;911,02
22/01/2010;10,37%;10,41%;911,73;911,42;911,06
25/01/2010;10,38%;10,42%;912,01;911,70;911,35
26/01/2010;10,38%;10,42%;912,37;912,06;911,70
27/01/2010;10,40%;10,44%;912,57;912,27;911,91
28/01/2010;10,40%;10,44%;912,93;912,63;912,27
29/01/2010;10,34%;10,38%;913,75;913,44;913,09
01/02/2010;10,32%;10,36%;914,25;913,95;913,59
02/02/2010;10,31%;10,35%;914,69;914,39;914,03
03/02/2010;10,35%;10,39%;914,74;914,44;914,08
04/02/2010;10,35%;10,39%;915,10;914,80;914,44
05/02/2010;10,25%;10,29%;916,20;915,90;915,55
08/02/2010;10,23%;10,27%;916,71;916,41;916,05
09/02/2010;10,21%;10,25%;917,21;916,91;916,56
10/02/2010;10,26%;10,30%;917,19;916,90;916,54
11/02/2010;10,28%;10,32%;917,40;917,11;916,75
12/02/2010;10,27%;10,31%;917,83;917,54;917,18
17/02/2010;10,24%;10,28%;918,41;918,12;917,76
18/02/2010;10,24%;10,28%;918,76;918,47;918,12
19/02/2010;10,26%;10,30%;918,97;918,68;918,33
22/02/2010;10,28%;10,32%;919,19;918,90;918,54
23/02/2010;10,35%;10,39%;919,04;918,76;918,40
24/02/2010;10,37%;10,41%;919,26;918,98;918,61
25/02/2010;10,40%;10,44%;919,41;919,12;918,76
26/02/2010;10,43%;10,47%;919,56;919,28;918,91
01/03/2010;10,50%;10,54%;919,43;919,15;918,78
02/03/2010;10,48%;10,52%;919,93;919,65;919,29
03/03/2010;10,45%;10,49%;920,51;920,23;919,86
04/03/2010;10,48%;10,52%;920,66;920,38;920,02
05/03/2010;10,49%;10,53%;920,96;920,68;920,32
08/03/2010;10,42%;10,46%;921,80;921,53;921,16
09/03/2010;10,42%;10,46%;922,16;921,89;921,53
10/03/2010;10,43%;10,47%;922,46;922,19;921,82
11/03/2010;10,47%;10,51%;922,55;922,28;921,91
12/03/2010;10,53%;10,57%;922,51;922,24;921,88
15/03/2010;10,53%;10,57%;922,88;922,61;922,24
