Vencimento;01/01/2013;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Base 9:00
04/01/2010;12,49%;12,55%;703,83;702,71;702,38
05/01/2010;12,40%;12,46%;705,84;704,72;704,39
06/01/2010;12,41%;12,47%;705,98;704,86;704,53
07/01/2010;12,36%;12,42%;707,24;706,12;705,79
08/01/2010;12,40%;12,46%;706,82;705,70;705,37
11/01/2010;12,39%;12,45%;707,34;706,22;705,89
12/01/2010;12,43%;12,49%;706,92;705,80;705,47
13/01/2010;12,44%;12,50%;707,06;705,95;705,62
14/01/2010;12,42%;12,48%;707,76;706,65;706,32
15/01/2010;12,49%;12,55%;706,79;705,68;705,35
18/01/2010;12,41%;12,47%;708,61;707,49;707,16
19/01/2010;12,38%;12,44%;709,49;708,38;708,05
20/01/2010;12,38%;12,44%;709,82;708,71;708,38
21/01/2010;12,37%;12,43%;710,33;709,22;708,89
22/01/2010;12,49%;12,55%;708,45;707,34;707,01
25/01/2010;12,47%;12,53%;709,14;708,04;707,71
26/01/2010;12,47%;12,53%;709,48;708,37;708,04
27/01/2010;12,40%;12,46%;711,10;709,99;709,66
28/01/2010;12,38%;12,44%;711,80;710,69;710,36
29/01/2010;12,41%;12,47%;711,57;710,47;710,14
01/02/2010;12,35%;12,41%;713,01;711,90;711,57
02/02/2010;12,27%;12,33%;714,81;713,71;713,38
03/02/2010;12,16%;12,22%;717,17;716,06;715,74
04/02/2010;12,16%;12,22%;717,50;716,39;716,06
05/02/2010;12,11%;12,17%;718,75;717,64;717,32
08/02/2010;12,10%;12,16%;719,26;718,16;717,83
09/02/2010;11,99%;12,05%;721,63;720,52;720,19
10/02/2010;11,97%;12,03%;722,32;721,21;720,89
11/02/2010;12,02%;12,08%;721,72;720,61;720,29
12/02/2010;12,09%;12,15%;720,75;719,65;719,32
17/02/2010;12,07%;12,13%;721,45;720,34;720,02
18/02/2010;12,05%;12,11%;722,14;721,04;720,71
19/02/2010;12,00%;12,06%;723,39;722,29;721,96
22/02/2010;11,96%;12,02%;724,46;723,35;723,02
23/02/2010;11,98%;12,04%;724,41;723,31;722,98
24/02/2010;11,96%;12,02%;725,11;724,00;723,68
25/02/2010;12,06%;12,12%;723,59;722,49;722,17
26/02/2010;12,06%;12,12%;723,92;722,82;722,49
01/03/2010;12,15%;12,21%;722,60;721,51;721,18
02/03/2010;12,07%;12,13%;724,39;723,30;722,97
03/03/2010;12,04%;12,10%;725,27;724,17;723,84
04/03/2010;12,08%;12,14%;724,86;723,77;723,44
05/03/2010;12,06%;12,12%;725,56;724,46;724,14
08/03/2010;12,03%;12,09%;726,43;725,34;725,01
09/03/2010;11,98%;12,04%;727,67;726,58;726,25
10/03/2010;11,97%;12,03%;728,18;727,09;726,76
11/03/2010;11,99%;12,05%;728,14;727,05;726,72
12/03/2010;12,06%;12,12%;727,20;726,11;725,78
15/03/2010;12,04%;12,10%;727,89;726,80;726,47
16/03/2010;12,04%;12,10%;728,22;727,13;726,80
17/03/2010;12,03%;12,09%;728,73;727,64;727,31
18/03/2010;12,08%;12,14%;728,15;727,07;726,74
19/03/2010;12,03%;12,09%;729,39;728,30;727,97
22/03/2010;12,15%;12,21%;727,55;726,47;726,14
23/03/2010;12,24%;12,30%;726,27;725,19;724,86
24/03/2010;12,18%;12,24%;727,67;726,60;726,27
25/03/2010;12,20%;12,26%;727,65;726,57;726,24
26/03/2010;12,15%;12,21%;728,88;727,80;727,47
29/03/2010;12,17%;12,23%;728,85;727,78;727,44
30/03/2010;12,12%;12,18%;730,08;729,00;728,67
31/03/2010;12,08%;12,14%;731,12;730,05;729,72
01/04/2010;12,15%;12,21%;730,20;729,13;728,8
05/04/2010;12,13%;12,19%;730,89;729,82;729,49
06/04/2010;12,06%;12,12%;732,47;731,40;731,07
07/04/2010;12,06%;12,12%;732,81;731,74;731,4
08/04/2010;12,11%;12,17%;732,25;731,18;730,85
09/04/2010;12,16%;12,22%;731,69;730,63;730,29
12/04/2010;12,26%;12,32%;730,25;729,19;728,86
13/04/2010;12,22%;12,28%;731,29;730,23;729,9
14/04/2010;12,30%;12,36%;730,22;729,16;728,82
15/04/2010;12,40%;12,46%;728,80;727,74;727,4
16/04/2010;12,53%;12,59%;726,86;725,81;725,47
19/04/2010;12,51%;12,57%;727,55;726,50;726,16
20/04/2010;12,58%;12,64%;726,67;725,63;725,29
22/04/2010;12,72%;12,78%;724,59;723,55;723,2
23/04/2010;12,72%;12,78%;724,93;723,89;723,55
26/04/2010;12,64%;12,70%;726,66;725,62;725,28
27/04/2010;12,71%;12,77%;725,79;724,76;724,41
28/04/2010;12,69%;12,75%;726,48;725,45;725,1
29/04/2010;12,68%;12,74%;727,00;725,96;725,62
30/04/2010;12,58%;12,64%;729,07;728,03;727,69
03/05/2010;12,67%;12,73%;727,86;726,83;726,48
04/05/2010;12,77%;12,83%;726,49;725,46;725,11
05/05/2010;12,93%;12,99%;724,10;723,08;722,73
06/05/2010;12,95%;13,01%;724,11;723,09;722,74
07/05/2010;12,97%;13,03%;724,12;723,11;722,76
10/05/2010;12,93%;12,99%;725,15;724,14;723,78
11/05/2010;12,84%;12,90%;727,03;726,01;725,66
12/05/2010;12,76%;12,82%;728,74;727,72;727,37
13/05/2010;12,70%;12,76%;730,11;729,09;728,74
14/05/2010;12,70%;12,76%;730,46;729,43;729,09
17/05/2010;12,75%;12,81%;729,95;728,93;728,59
18/05/2010;12,72%;12,78%;730,81;729,79;729,44
19/05/2010;12,67%;12,73%;732,01;730,99;730,64
20/05/2010;12,64%;12,70%;732,86;731,84;731,5
21/05/2010;12,55%;12,61%;734,74;733,72;733,37
24/05/2010;12,45%;12,51%;736,78;735,76;735,42
25/05/2010;12,44%;12,50%;737,30;736,28;735,93
26/05/2010;12,38%;12,44%;738,66;737,64;737,3
27/05/2010;12,40%;12,46%;738,67;737,64;737,3
28/05/2010;12,47%;12,53%;737,82;736,80;736,46
31/05/2010;12,43%;12,49%;738,84;737,82;737,48
01/06/2010;12,35%;12,41%;740,54;739,52;739,18
02/06/2010;12,28%;12,34%;742,08;741,06;740,71
04/06/2010;12,26%;12,32%;742,76;741,74;741,4
07/06/2010;12,14%;12,20%;745,14;744,12;743,78
08/06/2010;12,09%;12,15%;746,33;745,31;744,97
09/06/2010;12,17%;12,23%;745,31;744,29;743,95
10/06/2010;12,21%;12,27%;744,97;743,95;743,61
11/06/2010;12,34%;12,40%;743,11;742,10;741,76
14/06/2010;12,43%;12,49%;741,94;740,93;740,59
15/06/2010;12,48%;12,54%;741,45;740,44;740,09
16/06/2010;12,54%;12,60%;740,79;739,79;739,44
17/06/2010;12,42%;12,48%;743,14;742,14;741,79
18/06/2010;12,43%;12,49%;743,32;742,32;741,97
21/06/2010;12,35%;12,41%;745,01;744,00;743,66
22/06/2010;12,28%;12,34%;746,52;745,52;745,17
23/06/2010;12,29%;12,35%;746,70;745,69;745,35
24/06/2010;12,36%;12,42%;745,87;744,87;744,53
25/06/2010;12,28%;12,34%;747,55;746,55;746,21
28/06/2010;12,29%;12,35%;747,73;746,73;746,38
29/06/2010;12,23%;12,29%;749,08;748,07;747,73
30/06/2010;12,22%;12,28%;749,59;748,58;748,24
01/07/2010;12,31%;12,37%;748,43;747,43;747,09
02/07/2010;12,16%;12,22%;751,27;750,27;749,93
05/07/2010;12,14%;12,20%;751,95;750,95;750,61
06/07/2010;12,11%;12,17%;752,79;751,79;751,45
07/07/2010;12,16%;12,22%;752,30;751,30;750,96
08/07/2010;12,11%;12,17%;753,47;752,48;752,13
09/07/2010;12,20%;12,26%;752,32;751,33;750,98
12/07/2010;12,20%;12,26%;752,67;751,67;751,33
13/07/2010;12,14%;12,20%;754,00;753,01;752,67
14/07/2010;12,03%;12,09%;756,17;755,17;754,83
15/07/2010;12,13%;12,19%;754,85;753,86;753,52
16/07/2010;12,09%;12,15%;755,86;754,87;754,52
19/07/2010;12,02%;12,08%;757,36;756,37;756,02
20/07/2010;12,12%;12,18%;756,05;755,06;754,72
