Vencimento;01/01/2025;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
07/02/2018;9,77%;9,89%;526,93;522,99;522,79
08/02/2018;9,80%;9,92%;526,13;522,20;522,01
09/02/2018;9,86%;9,98%;524,36;520,44;520,25
14/02/2018;9,86%;9,98%;524,55;520,64;520,44
15/02/2018;9,86%;9,98%;524,75;520,84;520,64
16/02/2018;9,85%;9,97%;525,27;521,36;521,16
19/02/2018;9,79%;9,91%;527,44;523,51;523,31
20/02/2018;9,86%;9,98%;525,34;521,43;521,23
21/02/2018;9,78%;9,90%;528,16;524,23;524,03
22/02/2018;9,83%;9,95%;526,71;522,80;522,60
23/02/2018;9,66%;9,78%;532,52;528,55;528,36
26/02/2018;9,70%;9,82%;531,39;527,43;527,24
27/02/2018;9,64%;9,76%;533,57;529,60;529,41
28/02/2018;9,65%;9,77%;533,43;529,47;529,27
01/03/2018;9,63%;9,75%;534,29;530,32;530,13
02/03/2018;9,58%;9,70%;536,15;532,17;531,97
05/03/2018;9,51%;9,63%;538,68;534,68;534,49
06/03/2018;9,46%;9,58%;540,56;536,54;536,35
07/03/2018;9,53%;9,65%;538,40;534,41;534,21
08/03/2018;9,52%;9,64%;538,93;534,94;534,74
09/03/2018;9,54%;9,66%;538,46;534,47;534,27
12/03/2018;9,54%;9,66%;538,65;534,66;534,47
13/03/2018;9,56%;9,68%;538,18;534,20;534,00
14/03/2018;9,47%;9,59%;541,39;537,38;537,18
15/03/2018;9,52%;9,64%;539,91;535,91;535,72
16/03/2018;9,45%;9,57%;542,45;538,43;538,24
19/03/2018;9,41%;9,53%;543,98;539,96;539,77
20/03/2018;9,44%;9,56%;543,17;539,16;538,96
21/03/2018;9,51%;9,63%;541,02;537,03;536,83
22/03/2018;9,33%;9,45%;547,27;543,22;543,03
23/03/2018;9,41%;9,53%;544,76;540,74;540,55
26/03/2018;9,39%;9,51%;545,63;541,61;541,41
27/03/2018;9,37%;9,49%;546,50;542,47;542,27
28/03/2018;9,40%;9,52%;545,68;541,66;541,47
29/03/2018;9,46%;9,58%;543,86;539,86;539,67
02/04/2018;9,43%;9,55%;545,06;541,05;540,86
03/04/2018;9,39%;9,51%;546,60;542,58;542,39
04/04/2018;9,63%;9,75%;538,79;534,84;534,65
05/04/2018;9,35%;9,47%;548,34;544,31;544,11
06/04/2018;9,49%;9,61%;543,84;539,85;539,65
09/04/2018;9,60%;9,72%;540,38;536,42;536,22
10/04/2018;9,57%;9,69%;541,57;537,60;537,41
11/04/2018;9,65%;9,77%;539,12;535,18;534,98
12/04/2018;9,50%;9,62%;544,29;540,31;540,11
13/04/2018;9,58%;9,70%;541,83;537,87;537,67
16/04/2018;9,62%;9,74%;540,70;536,75;536,56
17/04/2018;9,57%;9,69%;542,55;538,59;538,39
18/04/2018;9,55%;9,67%;543,41;539,45;539,25
19/04/2018;9,49%;9,61%;545,60;541,62;541,42
20/04/2018;9,50%;9,62%;545,46;541,49;541,29
23/04/2018;9,51%;9,63%;545,33;541,36;541,16
24/04/2018;9,63%;9,75%;541,55;537,62;537,42
25/04/2018;9,81%;9,93%;535,86;531,97;531,77
26/04/2018;9,66%;9,78%;540,96;537,03;536,84
27/04/2018;9,60%;9,72%;543,14;539,19;538,99
30/04/2018;9,55%;9,67%;544,99;541,03;540,83
02/05/2018;9,63%;9,75%;542,54;538,61;538,41
03/05/2018;9,60%;9,72%;543,73;539,79;539,59
04/05/2018;9,69%;9,81%;540,97;537,05;536,85
07/05/2018;9,67%;9,79%;541,82;537,90;537,70
08/05/2018;9,76%;9,88%;539,08;535,19;534,98
09/05/2018;10,01%;10,13%;531,20;527,38;527,18
10/05/2018;10,00%;10,12%;531,73;527,90;527,70
11/05/2018;9,82%;9,94%;537,73;533,85;533,65
14/05/2018;9,90%;10,02%;535,34;531,49;531,29
15/05/2018;10,09%;10,21%;529,46;525,65;525,45
16/05/2018;10,00%;10,12%;532,53;528,71;528,50
17/05/2018;9,95%;10,07%;534,33;530,50;530,30
18/05/2018;10,20%;10,32%;526,58;522,81;522,60
21/05/2018;10,49%;10,61%;517,72;514,03;513,82
22/05/2018;10,39%;10,51%;521,03;517,31;517,11
23/05/2018;10,53%;10,65%;516,90;513,22;513,01
24/05/2018;10,53%;10,65%;517,11;513,42;513,22
25/05/2018;10,52%;10,64%;517,62;513,93;513,73
28/05/2018;10,82%;10,94%;508,67;505,06;504,85
29/05/2018;10,89%;11,01%;506,77;503,18;502,97
30/05/2018;10,99%;11,11%;503,98;500,42;500,21
01/06/2018;11,12%;11,24%;500,33;496,80;496,59
04/06/2018;11,09%;11,21%;501,43;497,89;497,68
05/06/2018;11,40%;11,52%;492,55;489,08;488,87
06/06/2018;12,00%;12,12%;475,71;472,38;472,17
07/06/2018;12,06%;12,18%;474,26;470,94;470,73
08/06/2018;11,70%;11,82%;484,58;481,18;480,97
11/06/2018;11,33%;11,45%;495,43;491,95;491,74
12/06/2018;11,55%;11,67%;489,28;485,85;485,64
13/06/2018;11,60%;11,72%;488,06;484,65;484,43
14/06/2018;11,60%;11,72%;488,28;484,86;484,65
15/06/2018;12,00%;12,12%;477,21;473,89;473,67
18/06/2018;11,93%;12,05%;479,38;476,04;475,82
19/06/2018;11,95%;12,07%;479,03;475,70;475,48
