Vencimento;01/01/2020;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
08/02/2017;10,19%;10,31%;756,70;754,33;754,04
09/02/2017;10,19%;10,31%;756,99;754,63;754,33
10/02/2017;10,14%;10,26%;758,27;755,90;755,61
13/02/2017;10,11%;10,23%;759,15;756,79;756,49
14/02/2017;10,09%;10,21%;759,83;757,47;757,18
15/02/2017;10,11%;10,23%;759,73;757,37;757,08
16/02/2017;10,13%;10,25%;759,63;757,27;756,98
17/02/2017;10,22%;10,34%;758,15;755,81;755,51
20/02/2017;10,15%;10,27%;759,81;757,47;757,17
21/02/2017;10,09%;10,21%;761,28;758,93;758,64
22/02/2017;10,05%;10,17%;762,36;760,01;759,72
23/02/2017;9,94%;10,06%;764,81;762,45;762,16
24/02/2017;9,94%;10,06%;765,10;762,74;762,45
01/03/2017;9,93%;10,05%;765,58;763,23;762,94
02/03/2017;9,86%;9,98%;767,24;764,89;764,60
03/03/2017;9,92%;10,04%;766,35;764,00;763,71
06/03/2017;9,81%;9,93%;768,80;766,44;766,16
07/03/2017;9,78%;9,90%;769,67;767,32;767,03
08/03/2017;9,84%;9,96%;768,78;766,43;766,14
09/03/2017;9,92%;10,04%;767,50;765,16;764,87
10/03/2017;9,84%;9,96%;769,35;767,01;766,72
13/03/2017;9,73%;9,85%;771,80;769,45;769,16
14/03/2017;9,74%;9,86%;771,88;769,54;769,25
15/03/2017;9,85%;9,97%;770,02;767,68;767,40
16/03/2017;9,73%;9,85%;772,65;770,31;770,02
17/03/2017;9,77%;9,89%;772,15;769,82;769,53
20/03/2017;9,76%;9,88%;772,63;770,30;770,01
21/03/2017;9,70%;9,82%;774,09;771,75;771,46
22/03/2017;9,76%;9,88%;773,20;770,87;770,59
23/03/2017;9,82%;9,94%;772,33;770,00;769,71
24/03/2017;9,75%;9,87%;773,97;771,64;771,36
27/03/2017;9,63%;9,75%;776,59;774,26;773,97
28/03/2017;9,62%;9,74%;777,07;774,74;774,45
29/03/2017;9,63%;9,75%;777,16;774,83;774,54
30/03/2017;9,67%;9,79%;776,66;774,34;774,05
31/03/2017;9,70%;9,82%;776,37;774,05;773,76
03/04/2017;9,67%;9,79%;777,23;774,92;774,63
04/04/2017;9,63%;9,75%;778,29;775,97;775,69
05/04/2017;9,61%;9,73%;778,96;776,65;776,36
06/04/2017;9,68%;9,80%;777,89;775,59;775,30
07/04/2017;9,73%;9,85%;777,22;774,92;774,63
10/04/2017;9,63%;9,75%;779,43;777,12;776,83
11/04/2017;9,56%;9,68%;781,06;778,75;778,47
12/04/2017;9,63%;9,75%;780,00;777,69;777,41
13/04/2017;9,68%;9,80%;779,32;777,03;776,74
17/04/2017;9,64%;9,76%;780,37;778,08;777,79
18/04/2017;9,60%;9,72%;781,43;779,13;778,84
19/04/2017;9,63%;9,75%;781,14;778,84;778,56
20/04/2017;9,65%;9,77%;781,04;778,75;778,46
24/04/2017;9,61%;9,73%;782,09;779,80;779,51
25/04/2017;9,71%;9,83%;780,47;778,19;777,90
26/04/2017;9,80%;9,92%;779,05;776,78;776,49
27/04/2017;9,70%;9,82%;781,23;778,96;778,67
28/04/2017;9,77%;9,89%;780,19;777,93;777,63
02/05/2017;9,69%;9,81%;781,99;779,72;779,44
03/05/2017;9,60%;9,72%;783,99;781,71;781,43
04/05/2017;9,70%;9,82%;782,38;780,12;779,83
05/05/2017;9,72%;9,84%;782,29;780,03;779,74
08/05/2017;9,66%;9,78%;783,71;781,45;781,16
09/05/2017;9,58%;9,70%;785,51;783,24;782,96
10/05/2017;9,49%;9,61%;787,50;785,23;784,94
11/05/2017;9,44%;9,56%;788,73;786,46;786,17
12/05/2017;9,39%;9,51%;789,96;787,69;787,40
15/05/2017;9,32%;9,44%;791,57;789,29;789,01
16/05/2017;9,25%;9,37%;793,18;790,90;790,62
17/05/2017;9,19%;9,31%;794,60;792,32;792,04
18/05/2017;10,83%;10,95%;764,53;762,37;762,05
19/05/2017;10,94%;11,06%;762,86;760,71;760,40
22/05/2017;10,81%;10,93%;765,51;763,36;763,04
23/05/2017;10,81%;10,93%;765,82;763,67;763,36
24/05/2017;10,32%;10,44%;775,00;772,81;772,51
25/05/2017;10,20%;10,32%;777,49;775,30;775,00
26/05/2017;10,06%;10,18%;780,35;778,15;777,85
29/05/2017;10,01%;10,13%;781,56;779,37;779,07
30/05/2017;9,82%;9,94%;785,35;783,14;782,85
31/05/2017;9,85%;9,97%;785,09;782,89;782,59
01/06/2017;9,88%;10,00%;784,83;782,63;782,34
02/06/2017;9,93%;10,05%;784,21;782,02;781,72
05/06/2017;10,09%;10,21%;781,59;779,41;779,11
06/06/2017;9,98%;10,10%;783,89;781,70;781,40
07/06/2017;9,83%;9,95%;786,92;784,73;784,44
08/06/2017;9,96%;10,08%;784,84;782,66;782,36
09/06/2017;9,83%;9,95%;787,51;785,32;785,03
12/06/2017;9,69%;9,81%;790,36;788,17;787,87
13/06/2017;9,64%;9,76%;791,57;789,37;789,08
14/06/2017;9,80%;9,92%;788,94;786,75;786,46
16/06/2017;9,65%;9,77%;791,96;789,77;789,48
19/06/2017;9,60%;9,72%;793,17;790,98;790,69
20/06/2017;9,48%;9,60%;795,65;793,46;793,17
21/06/2017;9,55%;9,67%;794,66;792,47;792,18
22/06/2017;9,52%;9,64%;795,49;793,31;793,02
23/06/2017;9,62%;9,74%;793,96;791,78;791,49
26/06/2017;9,60%;9,72%;794,61;792,43;792,14
27/06/2017;9,62%;9,74%;794,54;792,36;792,07
28/06/2017;9,65%;9,77%;794,28;792,11;791,82
29/06/2017;9,49%;9,61%;797,48;795,30;795,01
30/06/2017;9,57%;9,69%;796,31;794,14;793,85
03/07/2017;9,45%;9,57%;798,78;796,60;796,31
04/07/2017;9,42%;9,54%;799,61;797,43;797,14
05/07/2017;9,36%;9,48%;800,98;798,80;798,52
06/07/2017;9,41%;9,53%;800,36;798,19;797,90
07/07/2017;9,32%;9,44%;802,27;800,10;799,82
10/07/2017;9,33%;9,45%;802,38;800,21;799,92
11/07/2017;9,35%;9,47%;802,30;800,13;799,85
12/07/2017;9,28%;9,40%;803,85;801,68;801,40
13/07/2017;9,21%;9,33%;805,40;803,23;802,95
14/07/2017;9,19%;9,31%;806,04;803,87;803,59
17/07/2017;9,11%;9,23%;807,77;805,60;805,32
18/07/2017;9,06%;9,18%;808,96;806,79;806,51
19/07/2017;8,99%;9,11%;810,51;808,33;808,05
20/07/2017;8,89%;9,01%;812,60;810,42;810,14
21/07/2017;8,88%;9,00%;813,05;810,88;810,60
24/07/2017;8,87%;8,99%;813,51;811,34;811,06
25/07/2017;8,89%;9,01%;813,42;811,25;810,98
26/07/2017;8,96%;9,08%;812,43;810,27;809,99
