Vencimento;01/01/2020;;;;
Dia;Taxa Compra Manhã;Taxa Venda Manhã;PU Compra Manhã;PU Venda Manhã;PU Base Manhã
02/01/2018;7,99%;8,11%;858,02;856,12;855,85
03/01/2018;7,84%;7,96%;860,65;858,75;858,49
04/01/2018;7,88%;8,00%;860,28;858,38;858,12
05/01/2018;7,90%;8,02%;860,22;858,33;858,07
08/01/2018;7,93%;8,05%;860,01;858,12;857,86
09/01/2018;7,92%;8,04%;860,43;858,54;858,28
10/01/2018;8,02%;8,14%;859,12;857,24;856,98
11/01/2018;8,01%;8,13%;859,54;857,66;857,40
12/01/2018;7,97%;8,09%;860,42;858,55;858,29
15/01/2018;7,95%;8,07%;861,00;859,13;858,86
16/01/2018;7,97%;8,09%;860,95;859,08;858,82
17/01/2018;7,98%;8,10%;861,06;859,19;858,93
18/01/2018;8,00%;8,12%;861,01;859,15;858,88
19/01/2018;7,99%;8,11%;861,43;859,57;859,30
22/01/2018;7,99%;8,11%;861,69;859,84;859,57
23/01/2018;7,99%;8,11%;861,95;860,10;859,84
24/01/2018;8,04%;8,16%;861,71;859,87;859,33
26/01/2018;7,85%;7,97%;864,89;863,05;862,78
29/01/2018;7,89%;8,01%;864,54;862,70;862,43
30/01/2018;7,91%;8,03%;864,49;862,66;862,39
31/01/2018;7,91%;8,03%;864,75;862,92;862,66
01/02/2018;7,95%;8,07%;864,67;862,84;862,31
05/02/2018;8,05%;8,17%;863,41;861,59;861,33
06/02/2018;8,08%;8,20%;863,22;861,41;861,14
07/02/2018;7,98%;8,10%;865,00;863,19;862,92
08/02/2018;7,97%;8,09%;865,41;863,60;863,34
09/02/2018;7,88%;8,00%;867,04;865,22;864,96
14/02/2018;7,84%;7,96%;867,90;866,09;865,83
15/02/2018;7,77%;7,89%;869,22;867,41;867,15
16/02/2018;7,75%;7,87%;869,78;867,97;867,71
19/02/2018;7,61%;7,73%;872,15;870,34;870,08
20/02/2018;7,60%;7,72%;872,55;870,74;870,49
21/02/2018;7,52%;7,64%;874,01;872,20;871,95
22/02/2018;7,51%;7,63%;874,41;872,61;872,35
23/02/2018;7,55%;7,67%;874,06;872,26;872,01
26/02/2018;7,55%;7,67%;874,32;872,52;872,26
27/02/2018;7,55%;7,67%;874,57;872,78;872,52
28/02/2018;7,55%;7,67%;874,82;873,03;872,78
01/03/2018;7,49%;7,61%;875,97;874,18;873,93
02/03/2018;7,46%;7,58%;876,67;874,88;874,63
