Vencimento;01/07/2005;;;;
Dia;Taxa Compra 9:00;Taxa Venda 9:00;PU Compra 9:00;PU Venda 9:00;PU Extrato 9:00
02/01/2004;16,08%;16,18%;801,00;799,97;799,50
05/01/2004;16,03%;16,13%;801,99;800,96;800,49
06/01/2004;15,95%;16,05%;803,28;802,25;801,78
07/01/2004;15,81%;15,91%;805,19;804,16;803,69
08/01/2004;15,51%;15,61%;808,74;807,71;807,24
09/01/2004;15,32%;15,42%;811,16;810,13;809,67
12/01/2004;15,17%;15,27%;813,17;812,13;811,67
13/01/2004;15,18%;15,28%;813,52;812,49;812,03
14/01/2004;15,10%;15,20%;814,80;813,77;813,31
15/01/2004;15,21%;15,31%;814,12;813,10;812,64
16/01/2004;15,25%;15,35%;814,17;813,15;812,69
19/01/2004;15,22%;15,32%;814,94;813,92;813,46
20/01/2004;15,25%;15,35%;815,09;814,07;813,61
21/01/2004;15,24%;15,34%;815,65;814,63;814,17
22/01/2004;15,42%;15,52%;814,29;813,28;812,81
23/01/2004;15,40%;15,50%;814,95;813,94;813,48
26/01/2004;15,21%;15,31%;817,33;816,32;815,86
27/01/2004;14,98%;15,08%;820,12;819,10;818,65
28/01/2004;15,14%;15,24%;818,96;817,95;817,49
29/01/2004;15,32%;15,42%;817,61;816,61;816,14
30/01/2004;15,62%;15,72%;815,08;814,09;813,62
02/02/2004;15,73%;15,83%;814,46;813,47;813,00
03/02/2004;15,78%;15,88%;814,44;813,46;812,98
04/02/2004;15,60%;15,70%;816,69;815,70;815,23
05/02/2004;15,43%;15,53%;818,83;817,85;817,38
06/02/2004;15,46%;15,56%;819,01;818,02;817,55
09/02/2004;15,52%;15,62%;818,88;817,90;817,43
10/02/2004;15,36%;15,46%;820,92;819,94;819,47
11/02/2004;15,33%;15,43%;821,68;820,70;820,23
12/02/2004;15,22%;15,32%;823,23;822,25;821,78
13/02/2004;15,17%;15,27%;824,18;823,20;822,73
16/02/2004;15,34%;15,44%;822,98;822,01;821,54
17/02/2004;15,26%;15,36%;824,23;823,25;822,79
18/02/2004;15,25%;15,35%;824,79;823,82;823,35
19/02/2004;15,42%;15,52%;823,61;822,64;822,17
20/02/2004;15,84%;15,94%;820,05;819,09;818,61
25/02/2004;16,01%;16,11%;818,91;817,96;817,48
26/02/2004;15,85%;15,95%;820,91;819,96;819,48
27/02/2004;15,87%;15,97%;821,20;820,25;819,77
01/03/2004;15,71%;15,81%;823,20;822,25;821,77
02/03/2004;15,43%;15,53%;826,33;825,38;824,91
03/03/2004;15,46%;15,56%;826,52;825,57;825,09
04/03/2004;15,52%;15,62%;826,42;825,47;825,00
05/03/2004;15,60%;15,70%;826,14;825,20;824,72
08/03/2004;15,45%;15,55%;828,02;827,08;826,61
09/03/2004;15,25%;15,35%;830,38;829,44;828,97
10/03/2004;15,45%;15,55%;828,97;828,03;827,56
11/03/2004;15,66%;15,76%;827,48;826,55;826,07
12/03/2004;15,60%;15,70%;828,52;827,59;827,11
15/03/2004;15,47%;15,57%;830,20;829,27;828,80
16/03/2004;15,41%;15,51%;831,23;830,31;829,83
17/03/2004;15,35%;15,45%;832,26;831,34;830,86
18/03/2004;15,31%;15,41%;833,10;832,18;831,71
19/03/2004;15,26%;15,36%;834,04;833,11;832,64
22/03/2004;15,20%;15,30%;835,06;834,14;833,67
23/03/2004;15,27%;15,37%;834,89;833,97;833,49
24/03/2004;15,32%;15,42%;834,90;833,98;833,51
25/03/2004;15,62%;15,72%;832,64;831,73;831,25
26/03/2004;15,62%;15,72%;833,12;832,21;831,73
29/03/2004;15,62%;15,72%;833,60;832,69;832,21
30/03/2004;15,60%;15,70%;834,26;833,36;832,87
31/03/2004;15,47%;15,57%;835,91;835,01;834,53
01/04/2004;15,46%;15,56%;836,48;835,58;835,10
02/04/2004;15,38%;15,48%;837,67;836,77;836,30
05/04/2004;15,42%;15,52%;837,79;836,89;836,42
06/04/2004;15,34%;15,44%;838,98;838,09;837,61
07/04/2004;15,40%;15,50%;838,92;838,03;837,55
08/04/2004;15,49%;15,59%;838,60;837,71;837,23
12/04/2004;15,60%;15,70%;838,11;837,22;836,74
13/04/2004;15,63%;15,73%;838,32;837,44;836,96
14/04/2004;15,59%;15,69%;839,16;838,28;837,80
15/04/2004;15,62%;15,72%;839,38;838,50;838,02
16/04/2004;15,79%;15,89%;838,38;837,51;837,02
19/04/2004;15,77%;15,87%;839,04;838,17;837,68
20/04/2004;15,79%;15,89%;839,36;838,49;838,00
22/04/2004;16,05%;16,15%;837,60;836,75;836,25
23/04/2004;16,10%;16,20%;837,67;836,82;836,32
26/04/2004;15,94%;16,04%;839,54;838,68;838,18
27/04/2004;15,96%;16,06%;839,86;839,00;838,51
28/04/2004;15,94%;16,04%;840,52;839,67;839,18
29/04/2004;16,18%;16,28%;838,98;838,14;837,64
30/04/2004;16,53%;16,63%;836,54;835,70;835,19
03/05/2004;16,29%;16,39%;839,06;838,22;837,71
04/05/2004;16,59%;16,69%;837,06;836,23;835,71
05/05/2004;16,52%;16,62%;838,15;837,32;836,81
06/05/2004;16,41%;16,51%;839,57;838,74;838,23
07/05/2004;16,63%;16,73%;838,26;837,43;836,92
10/05/2004;16,81%;16,91%;837,29;836,47;835,96
11/05/2004;18,35%;18,45%;825,40;824,61;824,06
12/05/2004;17,75%;17,85%;830,73;829,93;829,39
13/05/2004;18,40%;18,50%;826,11;825,33;824,77
14/05/2004;19,18%;19,28%;820,57;819,80;819,22
17/05/2004;18,10%;18,20%;829,58;828,79;828,24
18/05/2004;18,58%;18,68%;826,37;825,59;825,03
19/05/2004;18,24%;18,34%;829,58;828,80;828,25
20/05/2004;18,43%;18,53%;828,65;827,88;827,32
21/05/2004;19,34%;19,44%;822,21;821,45;820,87
24/05/2004;19,31%;19,41%;823,02;822,26;821,68
25/05/2004;19,08%;19,18%;825,34;824,58;824,01
26/05/2004;18,84%;18,94%;827,74;826,98;826,41
27/05/2004;19,10%;19,20%;826,34;825,58;825,01
28/05/2004;18,84%;18,94%;828,88;828,12;827,55
31/05/2004;18,83%;18,93%;829,52;828,77;828,20
01/06/2004;19,19%;19,29%;827,38;826,63;826,06
02/06/2004;19,10%;19,20%;828,63;827,89;827,31
03/06/2004;18,68%;18,78%;832,35;831,60;831,03
04/06/2004;18,97%;19,07%;830,75;830,01;829,43
07/06/2004;18,59%;18,69%;834,16;833,41;832,84
08/06/2004;18,15%;18,25%;838,02;837,26;836,71
09/06/2004;17,88%;17,98%;840,60;839,85;839,30
11/06/2004;18,18%;18,28%;838,90;838,16;837,60
14/06/2004;18,27%;18,37%;838,79;838,05;837,49
15/06/2004;18,72%;18,82%;836,03;835,29;834,72
16/06/2004;18,01%;18,11%;841,83;841,09;840,53
17/06/2004;18,04%;18,14%;842,16;841,42;840,87
18/06/2004;18,06%;18,16%;842,57;841,83;841,28
21/06/2004;18,09%;18,19%;842,90;842,17;841,61
22/06/2004;17,82%;17,92%;845,44;844,71;844,15
23/06/2004;17,81%;17,91%;846,06;845,33;844,78
24/06/2004;17,74%;17,84%;847,13;846,39;845,84
25/06/2004;17,44%;17,54%;849,87;849,13;848,59
28/06/2004;17,57%;17,67%;849,46;848,73;848,18
29/06/2004;17,69%;17,79%;849,14;848,41;847,86
30/06/2004;17,52%;17,62%;850,91;850,19;849,64
01/07/2004;17,18%;17,28%;853,92;853,19;852,66
02/07/2004;17,17%;17,27%;854,53;853,81;853,27
05/07/2004;16,90%;17,00%;857,02;856,29;855,76
06/07/2004;16,70%;16,80%;859,00;858,27;857,74
07/07/2004;16,92%;17,02%;857,94;857,22;856,68
08/07/2004;17,01%;17,11%;857,83;857,11;856,57
09/07/2004;17,26%;17,36%;856,58;855,87;855,33
12/07/2004;17,26%;17,36%;857,12;856,42;855,87
13/07/2004;17,07%;17,17%;859,01;858,30;857,76
14/07/2004;17,06%;17,16%;859,61;858,91;858,37
15/07/2004;17,12%;17,22%;859,73;859,03;858,49
16/07/2004;17,05%;17,15%;860,76;860,06;859,52
19/07/2004;16,93%;17,03%;862,14;861,44;860,90
20/07/2004;16,96%;17,06%;862,46;861,77;861,23
21/07/2004;16,98%;17,08%;862,86;862,17;861,63
22/07/2004;17,14%;17,24%;862,29;861,60;861,06
23/07/2004;17,29%;17,39%;861,80;861,12;860,57
26/07/2004;17,50%;17,60%;860,92;860,24;859,69
27/07/2004;17,60%;17,70%;860,79;860,12;859,56
28/07/2004;17,48%;17,58%;862,16;861,48;860,93
29/07/2004;17,31%;17,41%;863,85;863,18;862,63
30/07/2004;17,59%;17,69%;862,52;861,85;861,30
02/08/2004;17,74%;17,84%;862,08;861,41;860,85
03/08/2004;17,75%;17,85%;862,57;861,91;861,35
04/08/2004;17,76%;17,86%;863,06;862,40;861,84
05/08/2004;18,05%;18,15%;861,72;861,07;860,50
06/08/2004;18,35%;18,45%;860,34;859,69;859,11
09/08/2004;17,91%;18,01%;863,77;863,12;862,55
10/08/2004;17,95%;18,05%;864,07;863,43;862,86
11/08/2004;18,04%;18,14%;864,06;863,41;862,84
12/08/2004;17,85%;17,95%;865,85;865,21;864,64
13/08/2004;17,96%;18,06%;865,71;865,07;864,50
16/08/2004;17,96%;18,06%;866,28;865,64;865,07
17/08/2004;17,80%;17,90%;867,86;867,23;866,66
18/08/2004;17,81%;17,91%;868,36;867,73;867,16
19/08/2004;17,66%;17,76%;869,88;869,25;868,68
20/08/2004;17,65%;17,75%;870,50;869,87;869,31
23/08/2004;17,54%;17,64%;871,76;871,13;870,57
24/08/2004;17,60%;17,70%;871,94;871,31;870,75
25/08/2004;17,66%;17,76%;872,13;871,50;870,94
26/08/2004;17,69%;17,79%;872,50;871,88;871,32
27/08/2004;17,84%;17,94%;872,14;871,53;870,95
30/08/2004;18,09%;18,19%;871,18;870,57;869,99
31/08/2004;18,04%;18,14%;872,06;871,45;870,87
01/09/2004;18,03%;18,13%;872,69;872,08;871,51
02/09/2004;18,06%;18,16%;873,08;872,48;871,90
03/09/2004;18,04%;18,14%;873,78;873,18;872,60
06/09/2004;17,95%;18,05%;874,90;874,30;873,72
08/09/2004;18,01%;18,11%;875,11;874,51;873,94
09/09/2004;18,10%;18,20%;875,15;874,56;873,98
10/09/2004;18,09%;18,19%;875,79;875,20;874,62
13/09/2004;18,16%;18,26%;875,95;875,37;874,78
14/09/2004;18,06%;18,16%;877,12;876,53;875,95
15/09/2004;17,92%;18,02%;878,52;877,93;877,36
16/09/2004;17,85%;17,95%;879,50;878,92;878,34
17/09/2004;17,85%;17,95%;880,07;879,49;878,92
20/09/2004;17,78%;17,88%;881,05;880,47;879,90
21/09/2004;17,82%;17,92%;881,39;880,82;880,24
22/09/2004;17,80%;17,90%;882,08;881,51;880,93
23/09/2004;17,84%;17,94%;882,43;881,86;881,28
24/09/2004;17,76%;17,86%;883,46;882,89;882,31
27/09/2004;17,74%;17,84%;884,14;883,58;883,00
28/09/2004;17,71%;17,81%;884,89;884,32;883,75
29/09/2004;17,69%;17,79%;885,57;885,01;884,44
30/09/2004;17,57%;17,67%;886,82;886,26;885,68
